INT	STRING	FLOAT	FLOAT	FLOAT	FLOAT	INT	INT	INT	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING		
INT	STRING	FLOAT	FLOAT	FLOAT	FLOAT	INT	INT	INT	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING		
1406	猎人.obj	1	2	1	0.15	182	183	184	雪山猎人.txt																																
1407	石头人.obj	1	2	1	0.15	182	183	184	花岗石人.txt																																
1408	树人.obj	1	2	1	0.15	182	183	184	树甲哨兵.txt																																
1409	偃师.obj	1	2	1	0.15	182	183	184	石人偃师.txt																																
1501	任务蟾蜍.obj	1	2	1	0.15	182	183	184	任务.txt																																
1502	任务猴子1.obj	1	2	1	0.15	182	183	184	任务.txt																																
1503	任务猴子2.obj	1	2	1	0.15	182	183	184	任务.txt																																
1504	任务猴子3.obj	1	2	1	0.15	182	183	184	任务.txt																																
1505	任务花妖1.obj	1	2	1	0.15	182	183	184	任务.txt																																
1506	任务花妖2.obj	1	2	1	0.15	182	183	184	任务.txt																																
1507	任务花妖3.obj	1	2	1	0.15	182	183	184	任务.txt																																
1508	任务花妖4.obj	1	2	1	0.15	182	183	184	任务.txt																																
1509	任务鹿1.obj	1	2	1	0.15	182	183	184	任务.txt																																
1510	任务鹿2.obj	1	2	1	0.15	182	183	184	任务.txt																																
1511	任务鹿3.obj	1	2	1	0.15	182	183	184	任务.txt																																
1512	任务鹿4.obj	1	2	1	0.15	182	183	184	任务.txt																																
1513	任务蛇1.obj	1	2	1	0.15	182	183	184	任务.txt																																
1514	任务蛇2.obj	1	2	1	0.15	182	183	184	任务.txt																																
1515	任务蛇3.obj	1	2	1	0.15	182	183	184	任务.txt																																
1516	任务蜈蚣.obj	1	2	1	0.15	182	183	184	任务.txt																																
1517	任务蜘蛛.obj	1	2	1	0.15	182	183	184	任务.txt																																
1518	黑尾鹤.obj	1	2	1	0.15	182	183	184	任务.txt																																
1519	红嘴鹤.obj	1	2	1	0.15	182	183	184	任务.txt																																
1520	丹顶黑鹤.obj	1	2	1	0.15	182	183	184	任务.txt																																
1521	丹顶白鹤.obj	1	2	1	0.15	182	183	184	任务.txt																																
1522	家禽兔子2.obj	1	2	1	0.15	182	183	184	小动物.txt																																
1523	家禽兔子3.obj	1	2	1	0.15	182	183	184	小动物.txt																																
1524	马.obj	1	2	1	0.15	182	183	184	小动物.txt																																
1525	鸭子.obj	1	2	1	0.15	182	183	184	小动物.txt																																
1601	战斗捕快1.obj	1	2	1	0.15	182	183	184	战斗NPC.txt																																
1602	战斗捕快2.obj	1	2	1	0.15	182	183	184	战斗NPC.txt																																
1603	战斗大理弟子.obj	1	2	1	0.15	182	183	184	战斗NPC.txt																																
1604	战斗峨嵋弟子.obj	1	2	1	0.15	182	183	184	战斗女NPC.txt																																
1605	战斗丐帮弟子.obj	1	2	1	0.15	182	183	184	战斗NPC.txt																																
1606	战斗明教弟子.obj	1	2	1	0.15	182	183	184	战斗NPC.txt																																
1607	战斗少林武僧.obj	1	2	1	0.15	182	183	184	战斗NPC.txt																																
1608	战斗天山弟子.obj	1	2	1	0.15	182	183	184	战斗女NPC.txt																																
1609	战斗武当弟子.obj	1	2	1	0.15	182	183	184	战斗NPC.txt																																
1610	战斗逍遥弟子.obj	1	2	1	0.15	182	183	184	战斗NPC.txt																																
1611	战斗星宿弟子.obj	1	2	1	0.15	182	183	184	战斗NPC.txt																																
1612	战斗辽兵.obj	1	2	1	0.15	182	183	184	战斗NPC.txt																																
1613	战斗宋兵1.obj	1	2	1	0.15	182	183	184	战斗NPC.txt																																
1614	战斗宋兵2.obj	1	2	1	0.15	182	183	184	战斗NPC.txt																																
1615	女真将.obj	1	2	1	0.15	182	183	184	战斗NPC.txt																																
1616	段延庆.obj	1	2	1.3	0.15	182	183	184	段延庆.txt																																
1617	叶二娘.obj	1	2	1.3	0.15	182	183	184	叶二娘.txt																																
1618	南海鳄神.obj	1	2	1.3	0.15	182	183	184	南海鳄神.txt																																
1619	云中鹤.obj	1	2	1.3	0.15	182	183	184	云中鹤.txt																																
1620	鸠摩智.obj	1	2	1.3	0.15	182	183	184	鸠摩智.txt																																
1621	慕容复.obj	1	2	1.3	0.15	182	183	184	慕容复.txt																																
1622	打草谷宋兵头目.obj	1	2	1	0.15	182	183	184	战斗NPC.txt																																
1701	白堤柳鬼头目.obj	1	2	1.2	0.15	182	183	184	白堤柳鬼.txt																																
1702	树甲哨兵头目.obj	1	2	1.2	0.15	182	183	184	树甲哨兵.txt																																
1703	白额虎头目.obj	1	2	1.2	0.15	182	183	184	东北虎.txt																																
1704	东北虎头目.obj	1	2	1.2	0.15	182	183	184	东北虎.txt																																
1705	黑沼豹头目.obj	1	2	1.2	0.15	182	183	184	花斑豹.txt																																
1706	花斑豹头目.obj	1	2	1.2	0.15	182	183	184	花斑豹.txt																																
1707	荒原豹头目.obj	1	2	1.2	0.15	182	183	184	花斑豹.txt																																
1708	金钱豹头目.obj	1	2	1.2	0.15	182	183	184	花斑豹.txt																																
1709	龙泉豹头目.obj	1	2	1.2	0.15	182	183	184	花斑豹.txt																																
1710	闪电豹头目.obj	1	2	1.2	0.15	182	183	184	花斑豹.txt																																
1711	残破兵俑头目.obj	1	2	1.2	0.15	182	183	184	残破兵俑.txt																																
1712	白茅草人头目.obj	1	2	1.2	0.15	182	183	184	稻草人.txt																																
1713	稻草人头目.obj	1	2	1.2	0.15	182	183	184	稻草人.txt																																
1714	芦苇草人头目.obj	1	2	1.2	0.15	182	183	184	稻草人.txt																																
1715	断桥花妖头目.obj	1	2	1.2	0.15	182	183	184	断桥花妖.txt																																
1716	镜湖花妖头目.obj	1	2	1.2	0.15	182	183	184	断桥花妖.txt																																
1717	鳄鱼帮堂主头目.obj	1	2	1.2	0.15	182	183	184	鳄鱼帮堂主.txt																																
1718	鳄鱼帮打手头目.obj	1	2	1.2	0.15	182	183	184	鳄鱼帮打手.txt																																
1719	鳄鱼帮混混头目.obj	1	2	1.2	0.15	182	183	184	鳄鱼帮混混.txt																																
1720	鳄鱼帮杀手头目.obj	1	2	1.2	0.15	182	183	184	鳄鱼帮打手.txt																																
1721	鬼面人头目.obj	1	2	1.2	0.15	182	183	184	鬼面人.txt																																
1722	南海盗神头目.obj	1	2	1.2	0.15	182	183	184	南海海盗.txt																																
1723	南海海盗头目.obj	1	2	1.2	0.15	182	183	184	南海海盗.txt																																
1724	棚民头目.obj	1	2	1.2	0.15	182	183	184	拦路水鬼.txt																																
1725	大黄蜂头目.obj	1	2	1.2	0.15	182	183	184	丛林蜂.txt																																
1726	黑蜂头目.obj	1	2	1.2	0.15	182	183	184	丛林蜂.txt																																
1727	丛林蜂头目.obj	1	2	1.2	0.15	182	183	184	丛林蜂.txt																																
1728	花港毒蜂头目.obj	1	2	1.2	0.15	182	183	184	丛林蜂.txt																																
1729	蒙古黑蜂头目.obj	1	2	1.2	0.15	182	183	184	丛林蜂.txt																																
1730	醉人蜂头目.obj	1	2	1.2	0.15	182	183	184	丛林蜂.txt																																
1731	白狼王头目.obj	1	2	1.2	0.15	182	183	184	草原狼.txt																																
1732	草原狼头目.obj	1	2	1.2	0.15	182	183	184	草原狼.txt																																
1733	风狼头目.obj	1	2	1.2	0.15	182	183	184	草原狼.txt																																
1734	沙坡狼头目.obj	1	2	1.2	0.15	182	183	184	草原狼.txt																																
1735	西北狼头目.obj	1	2	1.2	0.15	182	183	184	草原狼.txt																																
1736	雪狼头目.obj	1	2	1.2	0.15	182	183	184	草原狼.txt																																
1737	雪山狼头目.obj	1	2	1.2	0.15	182	183	184	草原狼.txt																																
1738	颖水狼头目.obj	1	2	1.2	0.15	182	183	184	草原狼.txt																																
1739	狼人神汉头目.obj	1	2	1.2	0.15	182	183	184	狼人勇士.txt																																
1740	狼人探子头目.obj	1	2	1.2	0.15	182	183	184	狼人勇士.txt																																
1741	狼人土司头目.obj	1	2	1.2	0.15	182	183	184	狼人勇士.txt																																
1742	狼人勇士头目.obj	1	2	1.2	0.15	182	183	184	狼人勇士.txt																																
1743	狼人战士头目.obj	1	2	1.2	0.15	182	183	184	狼人勇士.txt																																
1744	万劫修罗头目.obj	1	2	1.2	0.15	182	183	184	修罗.txt																																
1745	丛林野人头目.obj	1	2	1.2	0.15	182	183	184	赤脚野人.txt																																
1746	云母石人头目.obj	1	2	1.2	0.15	182	183	184	花岗石人.txt																																
1747	修罗探子头目.obj	1	2	1.2	0.15	182	183	184	修罗.txt																																
1748	偃师护法头目.obj	1	2	1.2	0.15	182	183	184	石人偃师.txt																																
1749	凿船水鬼头目.obj	1	2	1.2	0.15	182	183	184	凿船水鬼.txt																																
1750	南海鳄鱼头目.obj	1	2	1.2	0.15	182	183	184	南海鳄鱼.txt																																
1751	卢崖铜人头目.obj	1	2	1.2	0.15	182	183	184	遗弃铜人.txt																																
1752	厄修罗头目.obj	1	2	1.2	0.15	182	183	184	修罗.txt																																
1753	叶岩石人头目.obj	1	2	1.2	0.15	182	183	184	花岗石人.txt																																
1754	嗜血鳄鱼头目.obj	1	2	1.2	0.15	182	183	184	嗜血鳄鱼.txt																																
1755	大偃师头目.obj	1	2	1.2	0.15	182	183	184	石人偃师.txt																																
1756	大黑熊头目.obj	1	2	1.2	0.15	182	183	184	大黑熊.txt																																
1757	太湖水鬼头目.obj	1	2	1.2	0.15	182	183	184	太湖水鬼.txt																																
1758	太湖鳄鱼头目.obj	1	2	1.2	0.15	182	183	184	太湖鳄鱼.txt																																
1759	女娲石人头目.obj	1	2	1.2	0.15	182	183	184	花岗石人.txt																																
1760	山蛛头目.obj	1	2	1.2	0.15	182	183	184	红枫蜘蛛.txt																																
1761	山蜘蛛头目.obj	1	2	1.2	0.15	182	183	184	红枫蜘蛛.txt																																
1762	山越刀客头目.obj	1	2	1.2	0.15	182	183	184	山越刀客.txt																																
1763	山越战士头目.obj	1	2	1.2	0.15	182	183	184	山越刀客.txt																																
1764	山越护法头目.obj	1	2	1.2	0.15	182	183	184	山越护法.txt																																
1765	山越盗匪头目.obj	1	2	1.2	0.15	182	183	184	山越刀客.txt																																
1766	山越祭司头目.obj	1	2	1.2	0.15	182	183	184	山越祭司.txt																																
1767	巴伦莽盖头目.obj	1	2	1.2	0.15	182	183	184	巴伦莽盖.txt																																
1768	弯刀马匪头目.obj	1	2	1.2	0.15	182	183	184	白堤柳鬼.txt																																
1769	归云庄剑师头目.obj	1	2	1.2	0.15	182	183	184	战斗NPC.txt																																
1770	归云庄庄客头目.obj	1	2	1.2	0.15	182	183	184	战斗NPC.txt																																
1771	打草谷宋兵头目.obj	1	2	1.2	0.15	182	183	184	战斗NPC.txt																																
1772	打草谷辽兵头目.obj	1	2	1.2	0.15	182	183	184	战斗NPC.txt																																
1774	拦路水鬼头目.obj	1	2	1.2	0.15	182	183	184	拦路水鬼.txt																																
1775	散兵头目.obj	1	2	1.2	0.15	182	183	184	战斗NPC.txt																																
1777	棕熊头目.obj	1	2	1.2	0.15	182	183	184	棕熊.txt																																
1778	榆木傀儡头目.obj	1	2	1.2	0.15	182	183	184	遗弃木人.txt																																
1779	毒狼蛛头目.obj	1	2	1.2	0.15	182	183	184	红枫蜘蛛.txt																																
1780	水鬼刺客头目.obj	1	2	1.2	0.15	182	183	184	水鬼刺客.txt																																
1781	水鬼探子头目.obj	1	2	1.2	0.15	182	183	184	水鬼探子.txt																																
1782	永夜修罗头目.obj	1	2	1.2	0.15	182	183	184	修罗.txt																																
1783	沼泽鳄鱼头目.obj	1	2	1.2	0.15	182	183	184	沼泽鳄鱼.txt																																
1784	流寇一品堂头目.obj	1	2	1.2	0.15	182	183	184	战斗NPC.txt																																
1785	深谷白猿头目.obj	1	2	1.2	0.15	182	183	184	高山白猿.txt																																
1786	灰熊头目.obj	1	2	1.2	0.15	182	183	184	灰熊.txt																																
1787	狼族荆棘使头目.obj	1	2	1.2	0.15	182	183	184	狼族荆棘使.txt																																
1788	狼蛛头目.obj	1	2	1.2	0.15	182	183	184	红枫蜘蛛.txt																																
1789	獠牙雪人头目.obj	1	2	1.2	0.15	182	183	184	獠牙雪人.txt																																
1790	白花蜘蛛头目.obj	1	2	1.2	0.15	182	183	184	红枫蜘蛛.txt																																
1791	石人偃师头目.obj	1	2	1.2	0.15	182	183	184	石人偃师.txt																																
1793	石老人头目.obj	1	2	1.2	0.15	182	183	184	花岗石人.txt																																
1794	秦家寨兵头目.obj	1	2	1.2	0.15	182	183	184	秦家寨兵.txt																																
1795	秦家寨劫匪头目.obj	1	2	1.2	0.15	182	183	184	秦家寨兵.txt																																
1796	秦家寨喽啰头目.obj	1	2	1.2	0.15	182	183	184	秦家寨兵.txt																																
1797	秦家寨护卫头目.obj	1	2	1.2	0.15	182	183	184	秦家寨兵.txt																																
1798	秦家寨探子头目.obj	1	2	1.2	0.15	182	183	184	秦家寨兵.txt																																
1799	秦家寨教头头目.obj	1	2	1.2	0.15	182	183	184	秦家寨兵.txt																																
1800	红枫熊头目.obj	1	2	1.2	0.15	182	183	184	灰熊.txt																																
1801	红枫蜘蛛头目.obj	1	2	1.2	0.15	182	183	184	红枫蜘蛛.txt																																
1802	红衣马匪头目.obj	1	2	1.2	0.15	182	183	184	白堤柳鬼.txt																																
1803	红袍蜘蛛头目.obj	1	2	1.2	0.15	182	183	184	红枫蜘蛛.txt																																
1804	纵火水鬼头目.obj	1	2	1.2	0.15	182	183	184	纵火水鬼.txt																																
1805	花岗石人头目.obj	1	2	1.2	0.15	182	183	184	花岗石人.txt																																
1806	花岗石狮头目.obj	1	2	1.2	0.15	182	183	184	石狮子.txt																																
1808	蓑衣野人头目.obj	1	2	1.2	0.15	182	183	184	赤脚野人.txt																																
1809	藤甲勇士头目.obj	1	2	1.2	0.15	182	183	184	藤甲勇士.txt																																
1810	藤甲贼头目.obj	1	2	1.2	0.15	182	183	184	藤甲贼.txt																																
1811	蜀道白猿头目.obj	1	2	1.2	0.15	182	183	184	高山白猿.txt																																
1812	蜀道黑猿头目.obj	1	2	1.2	0.15	182	183	184	高山白猿.txt																																
1813	赤脚野人头目.obj	1	2	1.2	0.15	182	183	184	赤脚野人.txt																																
1814	轻甲莽盖头目.obj	1	2	1.2	0.15	182	183	184	巴伦莽盖.txt																																
1815	追风马匪头目.obj	1	2	1.2	0.15	182	183	184	白堤柳鬼.txt																																
1816	遗弃木人头目.obj	1	2	1.2	0.15	182	183	184	遗弃木人.txt																																
1817	遗弃铜人头目.obj	1	2	1.2	0.15	182	183	184	遗弃铜人.txt																																
1818	重甲莽盖头目.obj	1	2	1.2	0.15	182	183	184	巴伦莽盖.txt																																
1819	镜湖水鬼头目.obj	1	2	1.2	0.15	182	183	184	镜湖水鬼.txt																																
1820	镜湖鳄鱼头目.obj	1	2	1.2	0.15	182	183	184	镜湖鳄鱼.txt																																
1821	闪电马匪头目.obj	1	2	1.2	0.15	182	183	184	白堤柳鬼.txt																																
1822	阿鼻修罗头目.obj	1	2	1.2	0.15	182	183	184	修罗.txt																																
1823	雪人头目.obj	1	2	1.2	0.15	182	183	184	獠牙雪人.txt																																
1824	雪山猎人头目.obj	1	2	1.2	0.15	182	183	184	白堤柳鬼.txt																																
1825	雪山莽盖头目.obj	1	2	1.2	0.15	182	183	184	巴伦莽盖.txt																																
1826	马匪探子头目.obj	1	2	1.2	0.15	182	183	184	白堤柳鬼.txt																																
1827	高山白猿头目.obj	1	2	1.2	0.15	182	183	184	高山白猿.txt																																
1828	黑熊头目.obj	1	2	1.2	0.15	182	183	184	黑熊.txt																																
1829	黑衣马匪头目.obj	1	2	1.2	0.15	182	183	184	白堤柳鬼.txt																																
1830	龙井水贼头目.obj	1	2	1.2	0.15	182	183	184	拦路水鬼.txt																																
1831	龙血石人头目.obj	1	2	1.2	0.15	182	183	184	花岗石人.txt																																
1832	水鬼大boss.obj	1	2	1	0.15	182	183	184	混江龙.txt																																
1833	水鬼小boss.obj	1	2	1	0.15	182	183	184	出洞蛟.txt																																
1834	东巴boss.obj	1	2	1.3	0.15	182	183	184	东巴boss.txt																																
1835	海盗鼠.obj	1	2	1	0.15	182	183	184	白鹅.txt																																
1836	企鹅王黑.obj	1	2	0.4	0.15	182	183	184	企鹅王.txt																																
1837	企鹅王白.obj	1	2	0.4	0.15	182	183	184	企鹅王.txt																																
1838	企鹅王粉.obj	1	2	0.4	0.15	182	183	184	企鹅王.txt																																
1839	企鹅王红.obj	1	2	0.4	0.15	182	183	184	企鹅王.txt																																
1840	企鹅王金.obj	1	2	0.4	0.15	182	183	184	企鹅王.txt																																
1841	企鹅王蓝.obj	1	2	0.4	0.15	182	183	184	企鹅王.txt																																
1842	企鹅王绿.obj	1	2	0.4	0.15	182	183	184	企鹅王.txt																																
1843	企鹅王紫.obj	1	2	0.4	0.15	182	183	184	企鹅王.txt																																
1844	海盗鼠深红.obj	1	2	1	0.15	182	183	184	白鹅.txt																																
1845	海盗鼠钴蓝.obj	1	2	1	0.15	182	183	184	白鹅.txt																																
1846	海盗鼠湖蓝.obj	1	2	1	0.15	182	183	184	白鹅.txt																																
1847	海盗鼠炭黑.obj	1	2	1	0.15	182	183	184	白鹅.txt																																
1848	海盗鼠大红.obj	1	2	1	0.15	182	183	184	白鹅.txt																																
1849	海盗鼠紫.obj	1	2	1	0.15	182	183	184	白鹅.txt																																
1850	海盗鼠绿.obj	1	2	1	0.15	182	183	184	白鹅.txt																																
1851	大角狼兽.obj	1	2	0.55	0.15	182	183	184	白鹅.txt																																
1852	大角狼兽身1.obj	1	2	0.55	0.15	182	183	184	白鹅.txt																																
1853	大角狼兽身2.obj	1	2	0.55	0.15	182	183	184	白鹅.txt																																
1854	大角狼兽身3.obj	1	2	0.55	0.15	182	183	184	白鹅.txt																																
1855	大角狼兽身4.obj	1	2	0.55	0.15	182	183	184	白鹅.txt																																
1856	大角狼兽身5.obj	1	2	0.55	0.15	182	183	184	白鹅.txt																																
1857	大角狼兽身6.obj	1	2	0.55	0.15	182	183	184	白鹅.txt																																
1858	大角狼兽身7.obj	1	2	0.55	0.15	182	183	184	白鹅.txt																																
1859	鸟人.obj	1	2	0.5	0.15	182	183	184	白鹅.txt																																
1860	鸟人1.obj	1	2	0.5	0.15	182	183	184	白鹅.txt																																
1861	鸟人2.obj	1	2	0.5	0.15	182	183	184	白鹅.txt																																
1862	鸟人3.obj	1	2	0.5	0.15	182	183	184	白鹅.txt																																
1863	鸟人4.obj	1	2	0.5	0.15	182	183	184	白鹅.txt																																
1864	鸟人5.obj	1	2	0.5	0.15	182	183	184	白鹅.txt																																
1865	鸟人6.obj	1	2	0.5	0.15	182	183	184	白鹅.txt																																
1866	鸟人7.obj	1	2	0.5	0.15	182	183	184	白鹅.txt																																
1867	玉兔.obj	1	2	1	0.15	182	183	184	白鹅.txt																																
1868	玉兔1.obj	1	2	1	0.15	182	183	184	白鹅.txt																																
1869	玉兔2.obj	1	2	1	0.15	182	183	184	白鹅.txt																																
1870	玉兔3.obj	1	2	1	0.15	182	183	184	白鹅.txt																																
1871	玉兔4.obj	1	2	1	0.15	182	183	184	白鹅.txt																																
1872	玉兔5.obj	1	2	1	0.15	182	183	184	白鹅.txt																																
1873	玉兔6.obj	1	2	1	0.15	182	183	184	白鹅.txt																																
1874	玉兔7.obj	1	2	1	0.15	182	183	184	白鹅.txt																																
1875	淘气玉兔.obj	1	2	2	0.15	182	183	184	淘气玉兔.txt																																
1876	盐湖熊.obj	1	2	1	0.15	182	183	184	大黑熊.txt																																
1877	盐湖守卫.obj	1	2	1	0.15	182	183	184	石人偃师.txt																																
1878	盐湖苦工.obj	1	2	1	0.15	182	183	184	盐湖苦工.txt																																
1879	盐湖监工.obj	1	2	1	0.15	182	183	184	石人偃师.txt																																
1880	盐湖鳄鱼.obj	1	2	1	0.15	182	183	184	沼泽鳄鱼.txt																																
1881	盐湖熊.obj	1	2	1.2	0.15	182	183	184	大黑熊.txt																																
1882	盐湖守卫.obj	1	2	1.2	0.15	182	183	184	石人偃师.txt																																
1883	盐湖苦工.obj	1	2	1.2	0.15	182	183	184	盐湖苦工.txt																																
1884	盐湖监工.obj	1	2	1.2	0.15	182	183	184	石人偃师.txt																																
1885	盐湖鳄鱼.obj	1	2	1.2	0.15	182	183	184	沼泽鳄鱼.txt																																
1886	宝箱童子.obj	1	2	1	0.15	182	183	184	白鹅.txt																																
1887	宝箱童子1.obj	1	2	1	0.15	182	183	184	白鹅.txt																																
1888	宝箱童子2.obj	1	2	1	0.15	182	183	184	白鹅.txt																																
1889	宝箱童子3.obj	1	2	1	0.15	182	183	184	白鹅.txt																																
1890	宝箱童子4.obj	1	2	1	0.15	182	183	184	白鹅.txt																																
1891	宝箱童子5.obj	1	2	1	0.15	182	183	184	白鹅.txt																																
1892	宝箱童子6.obj	1	2	1	0.15	182	183	184	白鹅.txt																																
1893	宝箱童子7.obj	1	2	1	0.15	182	183	184	白鹅.txt																																
1894	树袋熊.obj	1	2	1	0.15	182	183	184	白鹅.txt																																
1895	树袋熊1.obj	1	2	1	0.15	182	183	184	白鹅.txt																																
1896	树袋熊2.obj	1	2	1	0.15	182	183	184	白鹅.txt																																
1897	树袋熊3.obj	1	2	1	0.15	182	183	184	白鹅.txt																																
1898	树袋熊4.obj	1	2	1	0.15	182	183	184	白鹅.txt																																
1899	树袋熊5.obj	1	2	1	0.15	182	183	184	白鹅.txt																																
1900	树袋熊6.obj	1	2	1	0.15	182	183	184	白鹅.txt																																
1901	树袋熊7.obj	1	2	1	0.15	182	183	184	白鹅.txt																																
1902	黑色斑点霸王龙.obj	1	2	1	0.15	182	183	184	白鹅.txt																																
1903	蓝色斑点霸王龙.obj	1	2	1	0.15	182	183	184	白鹅.txt																																
1904	墨绿色斑点霸王龙.obj	1	2	1	0.15	182	183	184	白鹅.txt																																
1905	紫红色霸王龙.obj	1	2	1	0.15	182	183	184	白鹅.txt																																
1906	紫色斑点霸王龙.obj	1	2	1	0.15	182	183	184	白鹅.txt																																
1907	黑色斑点霸王龙.obj	1	2	2	0.15	182	183	184	白鹅.txt																																
1908	野猪首领.obj	1	2	0.7	0.15	182	183	184	野猪首领.txt																																
1909	白色宝箱.obj	1	2	1	0.15	182	183	184	宝箱.txt																																
1910	白色秘笈.obj	1	2	1	0.15	182	183	184	秘笈.txt																																
1911	黑色秘笈.obj	1	2	1	0.15	182	183	184	秘笈.txt																																
1912	红色秘笈.obj	1	2	1	0.15	182	183	184	秘笈.txt																																
1913	黄色秘笈.obj	1	2	1	0.15	182	183	184	秘笈.txt																																
1914	蓝色秘笈.obj	1	2	1	0.15	182	183	184	秘笈.txt																																
1915	绿色秘笈.obj	1	2	1	0.15	182	183	184	秘笈.txt																																
1916	紫色秘笈.obj	1	2	1	0.15	182	183	184	秘笈.txt																																
1917	蹴鞠红球.obj	1	2	2	0.15	182	183	184	蹴鞠红球.txt																																
1918	蹴鞠花球.obj	1	2	2	0.15	182	183	184	蹴鞠花球.txt																																
1919	蹴鞠黄球.obj	1	2	2	0.15	182	183	184	蹴鞠黄球.txt																																
1920	蹴鞠蓝球.obj	1	2	2	0.15	182	183	184	蹴鞠篮球.txt																																
1921	蹴鞠boss.obj	1	2	1.3	0.15	182	183	184	蹴鞠Boss.txt																																
1922	黄色宝箱.obj	1	2	1	0.15	182	183	184	宝箱.txt																																
1923	连弩塔.obj	1	2	0.8	0.15	182	183	184	连弩塔.txt																																
1924	守御塔.obj	1	2	0.8	0.15	182	183	184	守御塔.txt																																
1925	治疗塔.obj	1	2	0.8	0.15	182	183	184	治疗塔.txt																																
1926	黑色墨镜猫.obj	1	2	2	0.15	182	183	184	白鹅.txt																																
1927	粉红色猪.obj	1	2	1.2	0.15	182	183	184	白鹅.txt																																
1928	土黄狗.obj	1	2	1.2	0.15	182	183	184	白鹅.txt																																
1929	银纹金头鹰.obj	1	2	1.2	0.15	182	183	184	白鹅.txt																																
1930	黑色宠物虎.obj	1	2	1.2	0.15	182	183	184	白鹅.txt																																
1931	淡褐黄鸟.obj	1	2	1.5	0.15	182	183	184	白鹅.txt																																
1932	土黄色年兽.obj	1	2	1.5	0.15	182	183	184	白鹅.txt																																
1933	褐色壳淡黄色龙龟.obj	1	2	1.5	0.15	182	183	184	白鹅.txt																																
1934	白色金斑英招.obj	1	2	1.5	0.15	182	183	184	白鹅.txt																																
1935	冰麒麟.obj	1	2	1.5	0.15	182	183	184	白鹅.txt																																
1936	盐湖守卫.obj	1	2	1.4	0.15	182	183	184	石人偃师.txt																																
1937	大角狼兽.obj	1	2	1	0.15	182	183	184	白鹅.txt																																
1938	鸟人.obj	1	2	1	0.15	182	183	184	白鹅.txt																																
1939	宋将士3.obj	1	2	1.2	0.15	182	183	184	宋将士3.txt																																
1940	宋将士4.obj	1	2	1.2	0.15	182	183	184	宋将士4.txt																																
1941	蹴鞠红球.obj	1	2	3	0.15	182	183	184	蹴鞠红球.txt																																
1942	蹴鞠花球.obj	1	2	3	0.15	182	183	184	蹴鞠花球.txt																																
1943	蹴鞠黄球.obj	1	2	3	0.15	182	183	184	蹴鞠黄球.txt																																
1944	蹴鞠蓝球.obj	1	2	3	0.15	182	183	184	蹴鞠篮球.txt																																
1945	夏青青.obj	1	2	1	0.15	182	183	184	夏青青.txt																																
1946	宠物蝴蝶.obj	1	2	1	0.15	182	183	184	白鹅.txt																																
1947	宠物蝴蝶1.obj	1	2	1	0.15	182	183	184	白鹅.txt																																
1948	宠物蝴蝶2.obj	1	2	1	0.15	182	183	184	白鹅.txt																																
1949	宠物蝴蝶3.obj	1	2	1	0.15	182	183	184	白鹅.txt																																
1950	宠物蝴蝶4.obj	1	2	1	0.15	182	183	184	白鹅.txt																																
1951	宠物蝴蝶5.obj	1	2	1	0.15	182	183	184	白鹅.txt																																
1952	宠物蝴蝶6.obj	1	2	1	0.15	182	183	184	白鹅.txt																																
1953	宠物蝴蝶7.obj	1	2	1	0.15	182	183	184	白鹅.txt																																
1954	白色赤足野猪.obj	1	2	1.2	0.15	182	183	184	白鹅.txt																																
1955	黑色猪.obj	1	2	1.3	0.15	182	183	184	白鹅.txt																																
1956	淡红野猪.obj	1	2	1.2	0.15	182	183	184	白鹅.txt																																
1957	宠物大甲虫.obj	1	2	1	0.15	182	183	184	大甲虫.txt																																
1958	宠物大甲虫1.obj	1	2	1	0.15	182	183	184	大甲虫.txt																																
1959	宠物大甲虫2.obj	1	2	1	0.15	182	183	184	大甲虫.txt																																
1960	宠物大甲虫3.obj	1	2	1	0.15	182	183	184	大甲虫.txt																																
1961	宠物大甲虫4.obj	1	2	1	0.15	182	183	184	大甲虫.txt																																
1962	宠物大甲虫5.obj	1	2	1	0.15	182	183	184	大甲虫.txt																																
1963	宠物大甲虫6.obj	1	2	1	0.15	182	183	184	大甲虫.txt																																
1964	宠物大甲虫7.obj	1	2	1	0.15	182	183	184	大甲虫.txt																																
1965	龙猫.obj	1	2	1.05	0.15	182	183	184	白鹅.txt																																
1966	龙猫1.obj	1	2	1.05	0.15	182	183	184	白鹅.txt																																
1967	龙猫2.obj	1	2	1.05	0.15	182	183	184	白鹅.txt																																
1968	龙猫3.obj	1	2	1.05	0.15	182	183	184	白鹅.txt																																
1969	龙猫4.obj	1	2	1.05	0.15	182	183	184	白鹅.txt																																
1970	龙猫5.obj	1	2	1.05	0.15	182	183	184	白鹅.txt																																
1971	龙猫6.obj	1	2	1.05	0.15	182	183	184	白鹅.txt																																
