INT	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING
1037	女主角时装春节民族装.mesh	女主角时装春节民族装7	男主角时装春节民族装.mesh	男主角时装春节民族装7	jia_dingli:左肩,jia_dingli:右肩,jia_dingli_01:身体中心点,	jia_bingfang:左肩,jia_bingfang:右肩,jia_bingfang_01:身体中心点,	jia_dufang:左肩,jia_dufang:右肩,jia_dufang_01:身体中心点,	jia_huofang:左肩,jia_huofang:右肩,jia_huofang_01:身体中心点,	jia_liliang:左肩,jia_liliang:右肩,jia_liliang_01:身体中心点,	jia_lingqi:左肩,jia_lingqi:右肩,jia_lingqi_01:身体中心点,	jia_neifang:左肩,jia_neifang:右肩,jia_neifang_01:身体中心点,	jia_shanbi:左肩,jia_shanbi:右肩,jia_shanbi_01:身体中心点,	jia_shenfa:左肩,jia_shenfa:右肩,jia_shenfa_01:身体中心点,	jia_tili:左肩,jia_tili:右肩,jia_tili_01:身体中心点,	jia_waifang:左肩,jia_waifang:右肩,jia_waifang_01:身体中心点,	jia_xuanfang:左肩,jia_xuanfang:右肩,jia_xuanfang_01:身体中心点,	jia_xj:左肩,jia_xj:右肩,jia_xj_01:身体中心点,	jia_dufang_dz:左肩,jia_dufang_dz:右肩,jia_dufang_01_dz:身体中心点,	jia_huofang_dz:左肩,jia_huofang_dz:右肩,jia_huofang_01_dz:身体中心点,	jia_xuanfang_dz:左肩,jia_xuanfang_dz:右肩,jia_xuanfang_01_dz:身体中心点,	jia_bingfang_dz:左肩,jia_bingfang_dz:右肩,jia_bingfang_01_dz:身体中心点,
1038	女主角时装春节民族装.mesh	女主角时装春节民族装8	男主角时装春节民族装.mesh	男主角时装春节民族装8	jia_dingli:左肩,jia_dingli:右肩,jia_dingli_01:身体中心点,	jia_bingfang:左肩,jia_bingfang:右肩,jia_bingfang_01:身体中心点,	jia_dufang:左肩,jia_dufang:右肩,jia_dufang_01:身体中心点,	jia_huofang:左肩,jia_huofang:右肩,jia_huofang_01:身体中心点,	jia_liliang:左肩,jia_liliang:右肩,jia_liliang_01:身体中心点,	jia_lingqi:左肩,jia_lingqi:右肩,jia_lingqi_01:身体中心点,	jia_neifang:左肩,jia_neifang:右肩,jia_neifang_01:身体中心点,	jia_shanbi:左肩,jia_shanbi:右肩,jia_shanbi_01:身体中心点,	jia_shenfa:左肩,jia_shenfa:右肩,jia_shenfa_01:身体中心点,	jia_tili:左肩,jia_tili:右肩,jia_tili_01:身体中心点,	jia_waifang:左肩,jia_waifang:右肩,jia_waifang_01:身体中心点,	jia_xuanfang:左肩,jia_xuanfang:右肩,jia_xuanfang_01:身体中心点,	jia_xj:左肩,jia_xj:右肩,jia_xj_01:身体中心点,	jia_dufang_dz:左肩,jia_dufang_dz:右肩,jia_dufang_01_dz:身体中心点,	jia_huofang_dz:左肩,jia_huofang_dz:右肩,jia_huofang_01_dz:身体中心点,	jia_xuanfang_dz:左肩,jia_xuanfang_dz:右肩,jia_xuanfang_01_dz:身体中心点,	jia_bingfang_dz:左肩,jia_bingfang_dz:右肩,jia_bingfang_01_dz:身体中心点,
1040	女主角时装情人节.mesh	女主角时装情人节	男主角时装情人节.mesh	男主角时装情人节	jia_dingli:左肩,jia_dingli:右肩,jia_dingli_01:身体中心点,	jia_bingfang:左肩,jia_bingfang:右肩,jia_bingfang_01:身体中心点,	jia_dufang:左肩,jia_dufang:右肩,jia_dufang_01:身体中心点,	jia_huofang:左肩,jia_huofang:右肩,jia_huofang_01:身体中心点,	jia_liliang:左肩,jia_liliang:右肩,jia_liliang_01:身体中心点,	jia_lingqi:左肩,jia_lingqi:右肩,jia_lingqi_01:身体中心点,	jia_neifang:左肩,jia_neifang:右肩,jia_neifang_01:身体中心点,	jia_shanbi:左肩,jia_shanbi:右肩,jia_shanbi_01:身体中心点,	jia_shenfa:左肩,jia_shenfa:右肩,jia_shenfa_01:身体中心点,	jia_tili:左肩,jia_tili:右肩,jia_tili_01:身体中心点,	jia_waifang:左肩,jia_waifang:右肩,jia_waifang_01:身体中心点,	jia_xuanfang:左肩,jia_xuanfang:右肩,jia_xuanfang_01:身体中心点,	jia_xj:左肩,jia_xj:右肩,jia_xj_01:身体中心点,	jia_dufang_dz:左肩,jia_dufang_dz:右肩,jia_dufang_01_dz:身体中心点,	jia_huofang_dz:左肩,jia_huofang_dz:右肩,jia_huofang_01_dz:身体中心点,	jia_xuanfang_dz:左肩,jia_xuanfang_dz:右肩,jia_xuanfang_01_dz:身体中心点,	jia_bingfang_dz:左肩,jia_bingfang_dz:右肩,jia_bingfang_01_dz:身体中心点,
1050	女主角时装清凉装.mesh	女主角时装清凉装	男主角时装清凉装.mesh	男主角时装清凉装	jia_dingli:左肩,jia_dingli:右肩,jia_dingli_01:身体中心点,	jia_bingfang:左肩,jia_bingfang:右肩,jia_bingfang_01:身体中心点,	jia_dufang:左肩,jia_dufang:右肩,jia_dufang_01:身体中心点,	jia_huofang:左肩,jia_huofang:右肩,jia_huofang_01:身体中心点,	jia_liliang:左肩,jia_liliang:右肩,jia_liliang_01:身体中心点,	jia_lingqi:左肩,jia_lingqi:右肩,jia_lingqi_01:身体中心点,	jia_neifang:左肩,jia_neifang:右肩,jia_neifang_01:身体中心点,	jia_shanbi:左肩,jia_shanbi:右肩,jia_shanbi_01:身体中心点,	jia_shenfa:左肩,jia_shenfa:右肩,jia_shenfa_01:身体中心点,	jia_tili:左肩,jia_tili:右肩,jia_tili_01:身体中心点,	jia_waifang:左肩,jia_waifang:右肩,jia_waifang_01:身体中心点,	jia_xuanfang:左肩,jia_xuanfang:右肩,jia_xuanfang_01:身体中心点,	jia_xj:左肩,jia_xj:右肩,jia_xj_01:身体中心点,	jia_dufang_dz:左肩,jia_dufang_dz:右肩,jia_dufang_01_dz:身体中心点,	jia_huofang_dz:左肩,jia_huofang_dz:右肩,jia_huofang_01_dz:身体中心点,	jia_xuanfang_dz:左肩,jia_xuanfang_dz:右肩,jia_xuanfang_01_dz:身体中心点,	jia_bingfang_dz:左肩,jia_bingfang_dz:右肩,jia_bingfang_01_dz:身体中心点,
1051	女主角时装清凉装.mesh	女主角时装清凉装2	男主角时装清凉装.mesh	男主角时装清凉装2	jia_dingli:左肩,jia_dingli:右肩,jia_dingli_01:身体中心点,	jia_bingfang:左肩,jia_bingfang:右肩,jia_bingfang_01:身体中心点,	jia_dufang:左肩,jia_dufang:右肩,jia_dufang_01:身体中心点,	jia_huofang:左肩,jia_huofang:右肩,jia_huofang_01:身体中心点,	jia_liliang:左肩,jia_liliang:右肩,jia_liliang_01:身体中心点,	jia_lingqi:左肩,jia_lingqi:右肩,jia_lingqi_01:身体中心点,	jia_neifang:左肩,jia_neifang:右肩,jia_neifang_01:身体中心点,	jia_shanbi:左肩,jia_shanbi:右肩,jia_shanbi_01:身体中心点,	jia_shenfa:左肩,jia_shenfa:右肩,jia_shenfa_01:身体中心点,	jia_tili:左肩,jia_tili:右肩,jia_tili_01:身体中心点,	jia_waifang:左肩,jia_waifang:右肩,jia_waifang_01:身体中心点,	jia_xuanfang:左肩,jia_xuanfang:右肩,jia_xuanfang_01:身体中心点,	jia_xj:左肩,jia_xj:右肩,jia_xj_01:身体中心点,	jia_dufang_dz:左肩,jia_dufang_dz:右肩,jia_dufang_01_dz:身体中心点,	jia_huofang_dz:左肩,jia_huofang_dz:右肩,jia_huofang_01_dz:身体中心点,	jia_xuanfang_dz:左肩,jia_xuanfang_dz:右肩,jia_xuanfang_01_dz:身体中心点,	jia_bingfang_dz:左肩,jia_bingfang_dz:右肩,jia_bingfang_01_dz:身体中心点,
1052	女主角时装清凉装.mesh	女主角时装清凉装3	男主角时装清凉装.mesh	男主角时装清凉装3	jia_dingli:左肩,jia_dingli:右肩,jia_dingli_01:身体中心点,	jia_bingfang:左肩,jia_bingfang:右肩,jia_bingfang_01:身体中心点,	jia_dufang:左肩,jia_dufang:右肩,jia_dufang_01:身体中心点,	jia_huofang:左肩,jia_huofang:右肩,jia_huofang_01:身体中心点,	jia_liliang:左肩,jia_liliang:右肩,jia_liliang_01:身体中心点,	jia_lingqi:左肩,jia_lingqi:右肩,jia_lingqi_01:身体中心点,	jia_neifang:左肩,jia_neifang:右肩,jia_neifang_01:身体中心点,	jia_shanbi:左肩,jia_shanbi:右肩,jia_shanbi_01:身体中心点,	jia_shenfa:左肩,jia_shenfa:右肩,jia_shenfa_01:身体中心点,	jia_tili:左肩,jia_tili:右肩,jia_tili_01:身体中心点,	jia_waifang:左肩,jia_waifang:右肩,jia_waifang_01:身体中心点,	jia_xuanfang:左肩,jia_xuanfang:右肩,jia_xuanfang_01:身体中心点,	jia_xj:左肩,jia_xj:右肩,jia_xj_01:身体中心点,	jia_dufang_dz:左肩,jia_dufang_dz:右肩,jia_dufang_01_dz:身体中心点,	jia_huofang_dz:左肩,jia_huofang_dz:右肩,jia_huofang_01_dz:身体中心点,	jia_xuanfang_dz:左肩,jia_xuanfang_dz:右肩,jia_xuanfang_01_dz:身体中心点,	jia_bingfang_dz:左肩,jia_bingfang_dz:右肩,jia_bingfang_01_dz:身体中心点,
1053	女主角时装清凉装.mesh	女主角时装清凉装4	男主角时装清凉装.mesh	男主角时装清凉装4	jia_dingli:左肩,jia_dingli:右肩,jia_dingli_01:身体中心点,	jia_bingfang:左肩,jia_bingfang:右肩,jia_bingfang_01:身体中心点,	jia_dufang:左肩,jia_dufang:右肩,jia_dufang_01:身体中心点,	jia_huofang:左肩,jia_huofang:右肩,jia_huofang_01:身体中心点,	jia_liliang:左肩,jia_liliang:右肩,jia_liliang_01:身体中心点,	jia_lingqi:左肩,jia_lingqi:右肩,jia_lingqi_01:身体中心点,	jia_neifang:左肩,jia_neifang:右肩,jia_neifang_01:身体中心点,	jia_shanbi:左肩,jia_shanbi:右肩,jia_shanbi_01:身体中心点,	jia_shenfa:左肩,jia_shenfa:右肩,jia_shenfa_01:身体中心点,	jia_tili:左肩,jia_tili:右肩,jia_tili_01:身体中心点,	jia_waifang:左肩,jia_waifang:右肩,jia_waifang_01:身体中心点,	jia_xuanfang:左肩,jia_xuanfang:右肩,jia_xuanfang_01:身体中心点,	jia_xj:左肩,jia_xj:右肩,jia_xj_01:身体中心点,	jia_dufang_dz:左肩,jia_dufang_dz:右肩,jia_dufang_01_dz:身体中心点,	jia_huofang_dz:左肩,jia_huofang_dz:右肩,jia_huofang_01_dz:身体中心点,	jia_xuanfang_dz:左肩,jia_xuanfang_dz:右肩,jia_xuanfang_01_dz:身体中心点,	jia_bingfang_dz:左肩,jia_bingfang_dz:右肩,jia_bingfang_01_dz:身体中心点,
1054	女主角时装清凉装.mesh	女主角时装清凉装5	男主角时装清凉装.mesh	男主角时装清凉装5	jia_dingli:左肩,jia_dingli:右肩,jia_dingli_01:身体中心点,	jia_bingfang:左肩,jia_bingfang:右肩,jia_bingfang_01:身体中心点,	jia_dufang:左肩,jia_dufang:右肩,jia_dufang_01:身体中心点,	jia_huofang:左肩,jia_huofang:右肩,jia_huofang_01:身体中心点,	jia_liliang:左肩,jia_liliang:右肩,jia_liliang_01:身体中心点,	jia_lingqi:左肩,jia_lingqi:右肩,jia_lingqi_01:身体中心点,	jia_neifang:左肩,jia_neifang:右肩,jia_neifang_01:身体中心点,	jia_shanbi:左肩,jia_shanbi:右肩,jia_shanbi_01:身体中心点,	jia_shenfa:左肩,jia_shenfa:右肩,jia_shenfa_01:身体中心点,	jia_tili:左肩,jia_tili:右肩,jia_tili_01:身体中心点,	jia_waifang:左肩,jia_waifang:右肩,jia_waifang_01:身体中心点,	jia_xuanfang:左肩,jia_xuanfang:右肩,jia_xuanfang_01:身体中心点,	jia_xj:左肩,jia_xj:右肩,jia_xj_01:身体中心点,	jia_dufang_dz:左肩,jia_dufang_dz:右肩,jia_dufang_01_dz:身体中心点,	jia_huofang_dz:左肩,jia_huofang_dz:右肩,jia_huofang_01_dz:身体中心点,	jia_xuanfang_dz:左肩,jia_xuanfang_dz:右肩,jia_xuanfang_01_dz:身体中心点,	jia_bingfang_dz:左肩,jia_bingfang_dz:右肩,jia_bingfang_01_dz:身体中心点,
1055	女主角时装清凉装.mesh	女主角时装清凉装6	男主角时装清凉装.mesh	男主角时装清凉装6	jia_dingli:左肩,jia_dingli:右肩,jia_dingli_01:身体中心点,	jia_bingfang:左肩,jia_bingfang:右肩,jia_bingfang_01:身体中心点,	jia_dufang:左肩,jia_dufang:右肩,jia_dufang_01:身体中心点,	jia_huofang:左肩,jia_huofang:右肩,jia_huofang_01:身体中心点,	jia_liliang:左肩,jia_liliang:右肩,jia_liliang_01:身体中心点,	jia_lingqi:左肩,jia_lingqi:右肩,jia_lingqi_01:身体中心点,	jia_neifang:左肩,jia_neifang:右肩,jia_neifang_01:身体中心点,	jia_shanbi:左肩,jia_shanbi:右肩,jia_shanbi_01:身体中心点,	jia_shenfa:左肩,jia_shenfa:右肩,jia_shenfa_01:身体中心点,	jia_tili:左肩,jia_tili:右肩,jia_tili_01:身体中心点,	jia_waifang:左肩,jia_waifang:右肩,jia_waifang_01:身体中心点,	jia_xuanfang:左肩,jia_xuanfang:右肩,jia_xuanfang_01:身体中心点,	jia_xj:左肩,jia_xj:右肩,jia_xj_01:身体中心点,	jia_dufang_dz:左肩,jia_dufang_dz:右肩,jia_dufang_01_dz:身体中心点,	jia_huofang_dz:左肩,jia_huofang_dz:右肩,jia_huofang_01_dz:身体中心点,	jia_xuanfang_dz:左肩,jia_xuanfang_dz:右肩,jia_xuanfang_01_dz:身体中心点,	jia_bingfang_dz:左肩,jia_bingfang_dz:右肩,jia_bingfang_01_dz:身体中心点,
1056	女主角时装清凉装.mesh	女主角时装清凉装7	男主角时装清凉装.mesh	男主角时装清凉装7	jia_dingli:左肩,jia_dingli:右肩,jia_dingli_01:身体中心点,	jia_bingfang:左肩,jia_bingfang:右肩,jia_bingfang_01:身体中心点,	jia_dufang:左肩,jia_dufang:右肩,jia_dufang_01:身体中心点,	jia_huofang:左肩,jia_huofang:右肩,jia_huofang_01:身体中心点,	jia_liliang:左肩,jia_liliang:右肩,jia_liliang_01:身体中心点,	jia_lingqi:左肩,jia_lingqi:右肩,jia_lingqi_01:身体中心点,	jia_neifang:左肩,jia_neifang:右肩,jia_neifang_01:身体中心点,	jia_shanbi:左肩,jia_shanbi:右肩,jia_shanbi_01:身体中心点,	jia_shenfa:左肩,jia_shenfa:右肩,jia_shenfa_01:身体中心点,	jia_tili:左肩,jia_tili:右肩,jia_tili_01:身体中心点,	jia_waifang:左肩,jia_waifang:右肩,jia_waifang_01:身体中心点,	jia_xuanfang:左肩,jia_xuanfang:右肩,jia_xuanfang_01:身体中心点,	jia_xj:左肩,jia_xj:右肩,jia_xj_01:身体中心点,	jia_dufang_dz:左肩,jia_dufang_dz:右肩,jia_dufang_01_dz:身体中心点,	jia_huofang_dz:左肩,jia_huofang_dz:右肩,jia_huofang_01_dz:身体中心点,	jia_xuanfang_dz:左肩,jia_xuanfang_dz:右肩,jia_xuanfang_01_dz:身体中心点,	jia_bingfang_dz:左肩,jia_bingfang_dz:右肩,jia_bingfang_01_dz:身体中心点,
1057	女主角时装清凉装.mesh	女主角时装清凉装8	男主角时装清凉装.mesh	男主角时装清凉装8	jia_dingli:左肩,jia_dingli:右肩,jia_dingli_01:身体中心点,	jia_bingfang:左肩,jia_bingfang:右肩,jia_bingfang_01:身体中心点,	jia_dufang:左肩,jia_dufang:右肩,jia_dufang_01:身体中心点,	jia_huofang:左肩,jia_huofang:右肩,jia_huofang_01:身体中心点,	jia_liliang:左肩,jia_liliang:右肩,jia_liliang_01:身体中心点,	jia_lingqi:左肩,jia_lingqi:右肩,jia_lingqi_01:身体中心点,	jia_neifang:左肩,jia_neifang:右肩,jia_neifang_01:身体中心点,	jia_shanbi:左肩,jia_shanbi:右肩,jia_shanbi_01:身体中心点,	jia_shenfa:左肩,jia_shenfa:右肩,jia_shenfa_01:身体中心点,	jia_tili:左肩,jia_tili:右肩,jia_tili_01:身体中心点,	jia_waifang:左肩,jia_waifang:右肩,jia_waifang_01:身体中心点,	jia_xuanfang:左肩,jia_xuanfang:右肩,jia_xuanfang_01:身体中心点,	jia_xj:左肩,jia_xj:右肩,jia_xj_01:身体中心点,	jia_dufang_dz:左肩,jia_dufang_dz:右肩,jia_dufang_01_dz:身体中心点,	jia_huofang_dz:左肩,jia_huofang_dz:右肩,jia_huofang_01_dz:身体中心点,	jia_xuanfang_dz:左肩,jia_xuanfang_dz:右肩,jia_xuanfang_01_dz:身体中心点,	jia_bingfang_dz:左肩,jia_bingfang_dz:右肩,jia_bingfang_01_dz:身体中心点,
1058	女主角时装清凉装.mesh	女主角时装清凉装9	男主角时装清凉装.mesh	男主角时装清凉装9	jia_dingli:左肩,jia_dingli:右肩,jia_dingli_01:身体中心点,	jia_bingfang:左肩,jia_bingfang:右肩,jia_bingfang_01:身体中心点,	jia_dufang:左肩,jia_dufang:右肩,jia_dufang_01:身体中心点,	jia_huofang:左肩,jia_huofang:右肩,jia_huofang_01:身体中心点,	jia_liliang:左肩,jia_liliang:右肩,jia_liliang_01:身体中心点,	jia_lingqi:左肩,jia_lingqi:右肩,jia_lingqi_01:身体中心点,	jia_neifang:左肩,jia_neifang:右肩,jia_neifang_01:身体中心点,	jia_shanbi:左肩,jia_shanbi:右肩,jia_shanbi_01:身体中心点,	jia_shenfa:左肩,jia_shenfa:右肩,jia_shenfa_01:身体中心点,	jia_tili:左肩,jia_tili:右肩,jia_tili_01:身体中心点,	jia_waifang:左肩,jia_waifang:右肩,jia_waifang_01:身体中心点,	jia_xuanfang:左肩,jia_xuanfang:右肩,jia_xuanfang_01:身体中心点,	jia_xj:左肩,jia_xj:右肩,jia_xj_01:身体中心点,	jia_dufang_dz:左肩,jia_dufang_dz:右肩,jia_dufang_01_dz:身体中心点,	jia_huofang_dz:左肩,jia_huofang_dz:右肩,jia_huofang_01_dz:身体中心点,	jia_xuanfang_dz:左肩,jia_xuanfang_dz:右肩,jia_xuanfang_01_dz:身体中心点,	jia_bingfang_dz:左肩,jia_bingfang_dz:右肩,jia_bingfang_01_dz:身体中心点,
1059	女主角时装清凉装.mesh	女主角时装清凉装粉色	男主角时装清凉装.mesh	男主角时装清凉装粉色	jia_dingli:左肩,jia_dingli:右肩,jia_dingli_01:身体中心点,	jia_bingfang:左肩,jia_bingfang:右肩,jia_bingfang_01:身体中心点,	jia_dufang:左肩,jia_dufang:右肩,jia_dufang_01:身体中心点,	jia_huofang:左肩,jia_huofang:右肩,jia_huofang_01:身体中心点,	jia_liliang:左肩,jia_liliang:右肩,jia_liliang_01:身体中心点,	jia_lingqi:左肩,jia_lingqi:右肩,jia_lingqi_01:身体中心点,	jia_neifang:左肩,jia_neifang:右肩,jia_neifang_01:身体中心点,	jia_shanbi:左肩,jia_shanbi:右肩,jia_shanbi_01:身体中心点,	jia_shenfa:左肩,jia_shenfa:右肩,jia_shenfa_01:身体中心点,	jia_tili:左肩,jia_tili:右肩,jia_tili_01:身体中心点,	jia_waifang:左肩,jia_waifang:右肩,jia_waifang_01:身体中心点,	jia_xuanfang:左肩,jia_xuanfang:右肩,jia_xuanfang_01:身体中心点,	jia_xj:左肩,jia_xj:右肩,jia_xj_01:身体中心点,	jia_dufang_dz:左肩,jia_dufang_dz:右肩,jia_dufang_01_dz:身体中心点,	jia_huofang_dz:左肩,jia_huofang_dz:右肩,jia_huofang_01_dz:身体中心点,	jia_xuanfang_dz:左肩,jia_xuanfang_dz:右肩,jia_xuanfang_01_dz:身体中心点,	jia_bingfang_dz:左肩,jia_bingfang_dz:右肩,jia_bingfang_01_dz:身体中心点,
1060	女主角时装圣诞装20111202.mesh	女主角时装圣诞装20111202	男主角时装圣诞装20111202.mesh	男主角时装圣诞装20111202	jia_dingli:左肩,jia_dingli:右肩,jia_dingli_01:身体中心点,	jia_bingfang:左肩,jia_bingfang:右肩,jia_bingfang_01:身体中心点,	jia_dufang:左肩,jia_dufang:右肩,jia_dufang_01:身体中心点,	jia_huofang:左肩,jia_huofang:右肩,jia_huofang_01:身体中心点,	jia_liliang:左肩,jia_liliang:右肩,jia_liliang_01:身体中心点,	jia_lingqi:左肩,jia_lingqi:右肩,jia_lingqi_01:身体中心点,	jia_neifang:左肩,jia_neifang:右肩,jia_neifang_01:身体中心点,	jia_shanbi:左肩,jia_shanbi:右肩,jia_shanbi_01:身体中心点,	jia_shenfa:左肩,jia_shenfa:右肩,jia_shenfa_01:身体中心点,	jia_tili:左肩,jia_tili:右肩,jia_tili_01:身体中心点,	jia_waifang:左肩,jia_waifang:右肩,jia_waifang_01:身体中心点,	jia_xuanfang:左肩,jia_xuanfang:右肩,jia_xuanfang_01:身体中心点,	jia_xj:左肩,jia_xj:右肩,jia_xj_01:身体中心点,	jia_dufang_dz:左肩,jia_dufang_dz:右肩,jia_dufang_01_dz:身体中心点,	jia_huofang_dz:左肩,jia_huofang_dz:右肩,jia_huofang_01_dz:身体中心点,	jia_xuanfang_dz:左肩,jia_xuanfang_dz:右肩,jia_xuanfang_01_dz:身体中心点,	jia_bingfang_dz:左肩,jia_bingfang_dz:右肩,jia_bingfang_01_dz:身体中心点,
1070	女主角时装血色战甲.mesh	女主角时装血色战甲	男主角时装血色战甲.mesh	男主角时装血色战甲	jia_dingli:左肩,jia_dingli:右肩,jia_dingli_01:身体中心点,	jia_bingfang:左肩,jia_bingfang:右肩,jia_bingfang_01:身体中心点,	jia_dufang:左肩,jia_dufang:右肩,jia_dufang_01:身体中心点,	jia_huofang:左肩,jia_huofang:右肩,jia_huofang_01:身体中心点,	jia_liliang:左肩,jia_liliang:右肩,jia_liliang_01:身体中心点,	jia_lingqi:左肩,jia_lingqi:右肩,jia_lingqi_01:身体中心点,	jia_neifang:左肩,jia_neifang:右肩,jia_neifang_01:身体中心点,	jia_shanbi:左肩,jia_shanbi:右肩,jia_shanbi_01:身体中心点,	jia_shenfa:左肩,jia_shenfa:右肩,jia_shenfa_01:身体中心点,	jia_tili:左肩,jia_tili:右肩,jia_tili_01:身体中心点,	jia_waifang:左肩,jia_waifang:右肩,jia_waifang_01:身体中心点,	jia_xuanfang:左肩,jia_xuanfang:右肩,jia_xuanfang_01:身体中心点,	jia_xj:左肩,jia_xj:右肩,jia_xj_01:身体中心点,	jia_dufang_dz:左肩,jia_dufang_dz:右肩,jia_dufang_01_dz:身体中心点,	jia_huofang_dz:左肩,jia_huofang_dz:右肩,jia_huofang_01_dz:身体中心点,	jia_xuanfang_dz:左肩,jia_xuanfang_dz:右肩,jia_xuanfang_01_dz:身体中心点,	jia_bingfang_dz:左肩,jia_bingfang_dz:右肩,jia_bingfang_01_dz:身体中心点,
1080	女主角时装091119越南时装01.mesh	女主角时装091119越南时装1;女主角时装091119越南时装半透1	男主角时装091119越南时装9.mesh	男主角时装091119越南时装1;男主角时装091119越南时装半透1	jia_dingli:左肩,jia_dingli:右肩,jia_dingli_01:身体中心点,	jia_bingfang:左肩,jia_bingfang:右肩,jia_bingfang_01:身体中心点,	jia_dufang:左肩,jia_dufang:右肩,jia_dufang_01:身体中心点,	jia_huofang:左肩,jia_huofang:右肩,jia_huofang_01:身体中心点,	jia_liliang:左肩,jia_liliang:右肩,jia_liliang_01:身体中心点,	jia_lingqi:左肩,jia_lingqi:右肩,jia_lingqi_01:身体中心点,	jia_neifang:左肩,jia_neifang:右肩,jia_neifang_01:身体中心点,	jia_shanbi:左肩,jia_shanbi:右肩,jia_shanbi_01:身体中心点,	jia_shenfa:左肩,jia_shenfa:右肩,jia_shenfa_01:身体中心点,	jia_tili:左肩,jia_tili:右肩,jia_tili_01:身体中心点,	jia_waifang:左肩,jia_waifang:右肩,jia_waifang_01:身体中心点,	jia_xuanfang:左肩,jia_xuanfang:右肩,jia_xuanfang_01:身体中心点,	jia_xj:左肩,jia_xj:右肩,jia_xj_01:身体中心点,	jia_dufang_dz:左肩,jia_dufang_dz:右肩,jia_dufang_01_dz:身体中心点,	jia_huofang_dz:左肩,jia_huofang_dz:右肩,jia_huofang_01_dz:身体中心点,	jia_xuanfang_dz:左肩,jia_xuanfang_dz:右肩,jia_xuanfang_01_dz:身体中心点,	jia_bingfang_dz:左肩,jia_bingfang_dz:右肩,jia_bingfang_01_dz:身体中心点,
1081	女主角时装091119越南时装01.mesh	女主角时装091119越南时装2;女主角时装091119越南时装半透2	男主角时装091119越南时装9.mesh	男主角时装091119越南时装2;男主角时装091119越南时装半透2	jia_dingli:左肩,jia_dingli:右肩,jia_dingli_01:身体中心点,	jia_bingfang:左肩,jia_bingfang:右肩,jia_bingfang_01:身体中心点,	jia_dufang:左肩,jia_dufang:右肩,jia_dufang_01:身体中心点,	jia_huofang:左肩,jia_huofang:右肩,jia_huofang_01:身体中心点,	jia_liliang:左肩,jia_liliang:右肩,jia_liliang_01:身体中心点,	jia_lingqi:左肩,jia_lingqi:右肩,jia_lingqi_01:身体中心点,	jia_neifang:左肩,jia_neifang:右肩,jia_neifang_01:身体中心点,	jia_shanbi:左肩,jia_shanbi:右肩,jia_shanbi_01:身体中心点,	jia_shenfa:左肩,jia_shenfa:右肩,jia_shenfa_01:身体中心点,	jia_tili:左肩,jia_tili:右肩,jia_tili_01:身体中心点,	jia_waifang:左肩,jia_waifang:右肩,jia_waifang_01:身体中心点,	jia_xuanfang:左肩,jia_xuanfang:右肩,jia_xuanfang_01:身体中心点,	jia_xj:左肩,jia_xj:右肩,jia_xj_01:身体中心点,	jia_dufang_dz:左肩,jia_dufang_dz:右肩,jia_dufang_01_dz:身体中心点,	jia_huofang_dz:左肩,jia_huofang_dz:右肩,jia_huofang_01_dz:身体中心点,	jia_xuanfang_dz:左肩,jia_xuanfang_dz:右肩,jia_xuanfang_01_dz:身体中心点,	jia_bingfang_dz:左肩,jia_bingfang_dz:右肩,jia_bingfang_01_dz:身体中心点,
1082	女主角时装091119越南时装01.mesh	女主角时装091119越南时装3;女主角时装091119越南时装半透3	男主角时装091119越南时装9.mesh	男主角时装091119越南时装3;男主角时装091119越南时装半透3	jia_dingli:左肩,jia_dingli:右肩,jia_dingli_01:身体中心点,	jia_bingfang:左肩,jia_bingfang:右肩,jia_bingfang_01:身体中心点,	jia_dufang:左肩,jia_dufang:右肩,jia_dufang_01:身体中心点,	jia_huofang:左肩,jia_huofang:右肩,jia_huofang_01:身体中心点,	jia_liliang:左肩,jia_liliang:右肩,jia_liliang_01:身体中心点,	jia_lingqi:左肩,jia_lingqi:右肩,jia_lingqi_01:身体中心点,	jia_neifang:左肩,jia_neifang:右肩,jia_neifang_01:身体中心点,	jia_shanbi:左肩,jia_shanbi:右肩,jia_shanbi_01:身体中心点,	jia_shenfa:左肩,jia_shenfa:右肩,jia_shenfa_01:身体中心点,	jia_tili:左肩,jia_tili:右肩,jia_tili_01:身体中心点,	jia_waifang:左肩,jia_waifang:右肩,jia_waifang_01:身体中心点,	jia_xuanfang:左肩,jia_xuanfang:右肩,jia_xuanfang_01:身体中心点,	jia_xj:左肩,jia_xj:右肩,jia_xj_01:身体中心点,	jia_dufang_dz:左肩,jia_dufang_dz:右肩,jia_dufang_01_dz:身体中心点,	jia_huofang_dz:左肩,jia_huofang_dz:右肩,jia_huofang_01_dz:身体中心点,	jia_xuanfang_dz:左肩,jia_xuanfang_dz:右肩,jia_xuanfang_01_dz:身体中心点,	jia_bingfang_dz:左肩,jia_bingfang_dz:右肩,jia_bingfang_01_dz:身体中心点,
