INT	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	INT	INT	STRING
INT	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	INT	INT	STRING
534	cw_magic	cw_magic	cw_magic	cw_magic	cw_magic	cw_magic	cw_magic	cw_magic	cw_magic	0	-1	高级伪装(手动，令宠物进入无敌状态)	
535	cw_magic	cw_magic	cw_magic	cw_magic	cw_magic	cw_magic	cw_magic	cw_magic	cw_magic	0	-1	附身（手动，令宠物控制一个敌人）	
536	cw_magic	cw_magic	cw_magic	cw_magic	cw_magic	cw_magic	cw_magic	cw_magic	cw_magic	0	-1	高级附身（手动，令宠物控制一个敌人）	
537	npc_magic	npc_magic	npc_magic	npc_magic	npc_magic	npc_magic	npc_magic	npc_magic	npc_magic	0	-1	寒冰咒（单体法攻）	
538	npc_magic2	npc_magic2	npc_magic2	npc_magic2	npc_magic2	npc_magic2	npc_magic2	npc_magic2	npc_magic2	0	-1	烈火咒（单体法攻）	
539	npc_magic2	npc_magic2	npc_magic2	npc_magic2	npc_magic2	npc_magic2	npc_magic2	npc_magic2	npc_magic2	0	-1	血毒咒（单体法攻）	
540	npc_magic1	npc_magic1	npc_magic1	npc_magic1	npc_magic1	npc_magic1	npc_magic1	npc_magic1	npc_magic1	0	-1	玄雷咒（单体法攻）	
541	cw_fanji	cw_fanji	cw_fanji	cw_fanji	cw_fanji	cw_fanji	cw_fanji	cw_fanji	cw_fanji	0	-1	反击（一定几率反击敌人）	
542	cw_fanji	cw_fanji	cw_fanji	cw_fanji	cw_fanji	cw_fanji	cw_fanji	cw_fanji	cw_fanji	0	-1	高级反击（一定几率反击敌人）	
543	cw_fs_xixue	cw_fs_xixue	cw_fs_xixue	cw_fs_xixue	cw_fs_xixue	cw_fs_xixue	cw_fs_xixue	cw_fs_xixue	cw_fs_xixue	0	-1	吸血（吸取生命）	
544	cw_fs_xixue	cw_fs_xixue	cw_fs_xixue	cw_fs_xixue	cw_fs_xixue	cw_fs_xixue	cw_fs_xixue	cw_fs_xixue	cw_fs_xixue	0	-1	高级吸血（吸取生命）	
545	cw_fs_fanzhen	cw_fs_fanzhen	cw_fs_fanzhen	cw_fs_fanzhen	cw_fs_fanzhen	cw_fs_fanzhen	cw_fs_fanzhen	cw_fs_fanzhen	cw_fs_fanzhen	0	-1	反震（自动报复）	
546	cw_fs_fanzhen	cw_fs_fanzhen	cw_fs_fanzhen	cw_fs_fanzhen	cw_fs_fanzhen	cw_fs_fanzhen	cw_fs_fanzhen	cw_fs_fanzhen	cw_fs_fanzhen	0	-1	高级反震（自动报复）	
547	cw_fs_lingdong	cw_fs_lingdong	cw_fs_lingdong	cw_fs_lingdong	cw_fs_lingdong	cw_fs_lingdong	cw_fs_lingdong	cw_fs_lingdong	cw_fs_lingdong	0	-1	灵动（一定几率减少伤害）	
548	cw_fs_lingdong	cw_fs_lingdong	cw_fs_lingdong	cw_fs_lingdong	cw_fs_lingdong	cw_fs_lingdong	cw_fs_lingdong	cw_fs_lingdong	cw_fs_lingdong	0	-1	高级灵动（一定几率减少伤害）	
549	cw_fs_ximo	cw_fs_ximo	cw_fs_ximo	cw_fs_ximo	cw_fs_ximo	cw_fs_ximo	cw_fs_ximo	cw_fs_ximo	cw_fs_ximo	0	-1	吸气（一定几率吸取对方内力）	
550	cw_fs_ximo	cw_fs_ximo	cw_fs_ximo	cw_fs_ximo	cw_fs_ximo	cw_fs_ximo	cw_fs_ximo	cw_fs_ximo	cw_fs_ximo	0	-1	高级吸气（一定几率吸取对方内力）	
551	cw_fs_danu	cw_fs_danu	cw_fs_danu	cw_fs_danu	cw_fs_danu	cw_fs_danu	cw_fs_danu	cw_fs_danu	cw_fs_danu	0	-1	打怒（一定几率打消对手怒气）	
552	cw_fs_danu	cw_fs_danu	cw_fs_danu	cw_fs_danu	cw_fs_danu	cw_fs_danu	cw_fs_danu	cw_fs_danu	cw_fs_danu	0	-1	高级打怒（一定几率打消对手怒气）	
553	cw_magic	cw_magic	cw_magic	cw_magic	cw_magic	cw_magic	cw_magic	cw_magic	cw_magic	0	-1	忠心（一定几率替主人承受必杀伤害）	
554	cw_magic	cw_magic	cw_magic	cw_magic	cw_magic	cw_magic	cw_magic	cw_magic	cw_magic	0	-1	高级忠心（一定几率替主人承受必杀伤害）	
555	cw_magic	cw_magic	cw_magic	cw_magic	cw_magic	cw_magic	cw_magic	cw_magic	cw_magic	0	-1	灵气（一定几率替主人承受不良BUFF)	
556	cw_magic	cw_magic	cw_magic	cw_magic	cw_magic	cw_magic	cw_magic	cw_magic	cw_magic	0	-1	高级灵气（一定几率替主人承受不良BUFF)	
557	cw_fs_mengji	cw_fs_mengji	cw_fs_mengji	cw_fs_mengji	cw_fs_mengji	cw_fs_mengji	cw_fs_mengji	cw_fs_mengji	cw_fs_mengji	0	-1	猛击（加强物攻技能）	
558	cw_fs_mengji	cw_fs_mengji	cw_fs_mengji	cw_fs_mengji	cw_fs_mengji	cw_fs_mengji	cw_fs_mengji	cw_fs_mengji	cw_fs_mengji	0	-1	高级猛击（加强物攻技能）	
559	cw_magic	cw_magic	cw_magic	cw_magic	cw_magic	cw_magic	cw_magic	cw_magic	cw_magic	0	-1	识破（加强主人识破隐身的能力）	
560	cw_magic	cw_magic	cw_magic	cw_magic	cw_magic	cw_magic	cw_magic	cw_magic	cw_magic	0	-1	高级识破（加强主人识破隐身的能力）	
