INT	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	INT	INT	INT	INT	STRING
472	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	npc_all_kongzhi	npc_all_kongzhi	0	-1	0	0	就擒
473	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	npc_all_kongzhi	npc_all_kongzhi	0	-1	0	0	死缠烂打
474	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	npc_all_kongzhi	npc_all_kongzhi	0	-1	0	0	软弱无力
475	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	npc_all_kongzhi	npc_all_kongzhi	0	-1	0	0	反应迟钝
476	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	npc_all_kongzhi	npc_all_kongzhi	0	-1	0	0	身体虚弱
477	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	npc_all_kongzhi	npc_all_kongzhi	0	-1	0	0	无精打采
478	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	npc_all_kongzhi	npc_all_kongzhi	0	-1	0	0	内力外泄
479	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	npc_all_kongzhi	npc_all_kongzhi	0	-1	0	0	弱不禁风
480	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	npc_all_danhuo	npc_all_danhuo	0	-1	0	0	噬血
481	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	npc_all_dandu	npc_all_dandu	0	-1	0	0	中毒
482	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	npc_all_zhiliao	npc_all_zhiliao	0	-1	0	0	治疗
483	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	npc_all_jinghua	npc_all_jinghua	0	-1	0	0	净化
484	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	npc_all_zhufu	npc_all_zhufu	0	-1	0	0	嗜血
485	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	npc_all_jinghua	npc_all_jinghua	0	-1	0	0	石肤
486	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	npc_all_kaitang	npc_all_kaitang	0	-1	0	0	开膛
487	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	npc_all_dandu	npc_all_dandu	0	-1	0	0	破抗
488	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	npc_shou_danwai	npc_shou_danwai	0	-1	0	0	烈爪狂击
489	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	npc_all_qunshang_jq	npc_all_qunshang_jq	0	-1	0	0	灵芝九转聚气
490	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	npc_all_zhiliao	npc_all_zhiliao	0	-1	0	0	灵芝九转发招
491	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	npc_all_shouwangnuhou	npc_all_shouwangnuhou	0	-1	0	0	利牙咆哮
492	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	npc_all_kaitang	npc_all_kaitang	0	-1	0	0	致命打击
493	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	npc_all_qunnei	npc_all_qunnei	0	-1	0	0	排山倒海
494	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	npc_all_dandu	npc_all_dandu	0	-1	0	0	毒灵爪
495	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	npc_all_qunshang_jq	npc_all_qunshang_jq	0	-1	0	0	百草仙露聚气
496	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	npc_all_zhiliao	npc_all_zhiliao	0	-1	0	0	百草仙露发招
497	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	npc_all_dandu	npc_all_dandu	0	-1	0	0	毒液击
498	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	npc_all_dubao	npc_all_dubao	0	-1	0	0	毒丝缠绕
499	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	npc_all_danbing	npc_all_danbing	0	-1	0	0	冰精一掷
500	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	npc_all_kongzhi	npc_all_kongzhi	0	-1	0	0	心魔毕现
501	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	npc_all_qunnei	npc_all_qunnei	0	-1	0	0	如梦幻像
502	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	npc_all_dannei	npc_all_dannei	0	-1	0	0	虚幻斩
503	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	npc_all_qunnei	npc_all_qunnei	0	-1	0	0	虚幻破
504	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	npc_all_juqi	npc_all_juqi	0	-1	0	0	大雪崩聚气
505	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	npc_all_qunbing	npc_all_qunbing	0	-1	0	0	大雪崩发招
506	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	npc_all_shouwangnuhou	npc_all_shouwangnuhou	0	-1	0	0	兽王怒吼
507	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	npc_all_juqi	npc_all_juqi	0	-1	0	0	妙手回春聚气
508	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	npc_all_qunzhiliao	npc_all_qunzhiliao	0	-1	0	0	妙手回春发招
509	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	npc_all_tianluodiwang	npc_all_tianluodiwang	0	-1	0	0	天罗地网
510	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	npc_all_qunshang_jq	npc_all_qunshang_jq	0	-1	0	0	玉石俱焚聚气
511	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	npc_all_qunshang	npc_all_qunshang	0	-1	0	0	玉石俱焚发招
512	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	npc_all_kongzhi	npc_all_kongzhi	0	-1	0	0	失魂落魄
513	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	npc_all_kongzhi	npc_all_kongzhi	0	-1	0	0	十香软筋
514	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	npc_shou_danwai	npc_shou_danwai	0	-1	0	0	撕裂
515	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	npc_all_qunhuo_jq	npc_all_qunhuo_jq	0	-1	0	0	烈焰炼狱聚气
516	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	npc_all_qunhuo	npc_all_qunhuo	0	-1	0	0	烈焰炼狱发招
517	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	npc_attack	npc_attack	0	-1	0	0	爪击
518	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	npc_attack	npc_attack	0	-1	0	0	斩击
519	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	npc_attack	npc_attack	0	-1	0	0	掌击
520	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	npc_attack	npc_attack	0	-1	0	0	痛击
521	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	npc_all_qunxuan_jq	npc_all_qunxuan_jq	0	-1	0	0	狂雷天牢聚气
522	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	npc_all_qunxuan	npc_all_qunxuan	0	-1	0	0	狂雷天牢发招
523	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	npc_all_kongzhi	npc_all_kongzhi	0	-1	0	0	诅咒
524	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	npc_all_danhuo	npc_all_danhuo	0	-1	0	0	灼烧
525	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	npc_all_dandu	npc_all_dandu	0	-1	0	0	腐蚀
526	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	npc_all_juqi	npc_all_juqi	0	-1	0	0	遁天入地聚气
527	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	npc_all_fushen	npc_all_fushen	0	-1	0	0	遁天入地发招
528	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	npc_all_zhufu	npc_all_zhufu	0	-1	0	0	冰精
529	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	npc_all_zhufu	npc_all_zhufu	0	-1	0	0	火灵
530	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	npc_all_zhufu	npc_all_zhufu	0	-1	0	0	毒蛊
531	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	npc_all_zhufu	npc_all_zhufu	0	-1	0	0	玄兽
532	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	npc_all_zhufu	npc_all_zhufu	0	-1	0	0	迟钝
533	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	npc_all_zhufu	npc_all_zhufu	0	-1	0	0	狡猾
534	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	npc_all_zhufu	npc_all_zhufu	0	-1	0	0	憨厚
535	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	npc_all_zhufu	npc_all_zhufu	0	-1	0	0	拼命
536	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	npc_all_zhufu	npc_all_zhufu	0	-1	0	0	法魂
537	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	npc_all_zhufu	npc_all_zhufu	0	-1	0	0	蛮力
538	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	npc_all_zhufu	npc_all_zhufu	0	-1	0	0	借力
539	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	npc_all_zhufu	npc_all_zhufu	0	-1	0	0	高级借力
540	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	npc_all_zhufu	npc_all_zhufu	0	-1	0	0	移魂
541	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	npc_all_zhufu	npc_all_zhufu	0	-1	0	0	高级移魂
542	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	npc_all_zhufu	npc_all_zhufu	0	-1	0	0	瞬影
543	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	npc_all_zhufu	npc_all_zhufu	0	-1	0	0	高级瞬影
544	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	npc_all_zhufu	npc_all_zhufu	0	-1	0	0	强身
545	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	npc_all_zhufu	npc_all_zhufu	0	-1	0	0	高级强身
546	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	npc_all_zhufu	npc_all_zhufu	0	-1	0	0	凝神
547	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	npc_all_zhufu	npc_all_zhufu	0	-1	0	0	高级凝神
548	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	cw_danbing	cw_danbing	0	-1	0	0	极冰凝杀
549	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	cw_danhuo	cw_danhuo	0	-1	0	0	劫火焚杀
550	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	cw_dandu	cw_dandu	0	-1	0	0	腐毒蚀杀
551	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	cw_danxuan	cw_danxuan	0	-1	0	0	九雷击杀
552	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	npc_all_qunshang	npc_all_qunshang	0	-1	0	0	血爆
553	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	npc_all_qunshang	npc_all_qunshang	0	-1	0	0	高级血爆
554	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	npc_all_qunzhiliao	npc_all_qunzhiliao	0	-1	0	0	圣爆
555	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	npc_all_qunzhiliao	npc_all_qunzhiliao	0	-1	0	0	高级圣爆
556	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	npc_all_bingbao	npc_all_bingbao	0	-1	0	0	冰爆
557	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	npc_all_bingbao	npc_all_bingbao	0	-1	0	0	高级冰爆
558	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	npc_all_jinghua	npc_all_jinghua	0	-1	0	0	净化
559	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	npc_all_jinghua	npc_all_jinghua	0	-1	0	0	高级净化
560	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	npc_all_zhufu	npc_all_zhufu	0	-1	0	0	重生
561	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	npc_all_zhufu	npc_all_zhufu	0	-1	0	0	高级重生
562	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	npc_all_gongsheng	npc_all_gongsheng	0	-1	0	0	共生
563	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	npc_all_gongsheng	npc_all_gongsheng	0	-1	0	0	高级共生
564	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	npc_all_zhiliao	npc_all_zhiliao	0	-1	0	0	治疗
565	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	npc_all_zhiliao	npc_all_zhiliao	0	-1	0	0	高级治疗
566	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	npc_all_gongsheng	npc_all_gongsheng	0	-1	0	0	肉墙
567	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	npc_all_gongsheng	npc_all_gongsheng	0	-1	0	0	高级肉墙
568	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	npc_all_zhufu	npc_all_zhufu	0	-1	0	0	神佑
569	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	npc_all_zhufu	npc_all_zhufu	0	-1	0	0	高级神佑
570	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	npc_all_zhufu	npc_all_zhufu	0	-1	0	0	嗜血
571	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	npc_all_zhufu	npc_all_zhufu	0	-1	0	0	高级嗜血
572	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	cw_fs_xueji	cw_fs_xueji	0	-1	0	0	血祭
573	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	cw_fs_xueji	cw_fs_xueji	0	-1	0	0	高级血祭
574	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	npc_all_zhufu	npc_all_zhufu	0	-1	0	0	伪装
575	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	npc_all_zhufu	npc_all_zhufu	0	-1	0	0	高级伪装
576	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	npc_all_fushen	npc_all_fushen	0	-1	0	0	附身
577	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	npc_all_fushen	npc_all_fushen	0	-1	0	0	高级附身
578	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	cw_danbing	cw_danbing	0	-1	0	0	寒冰咒
579	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	cw_danhuo	cw_danhuo	0	-1	0	0	烈火咒
580	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	cw_dandu	cw_dandu	0	-1	0	0	血毒咒
581	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	cw_danxuan	cw_danxuan	0	-1	0	0	玄雷咒
582	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	cw_fs_fanji	cw_fs_fanji	0	-1	0	0	反击
583	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	cw_fs_fanji	cw_fs_fanji	0	-1	0	0	高级反击
584	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	cw_fs_xixue	cw_fs_xixue	0	-1	0	0	吸血
585	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	cw_fs_xixue	cw_fs_xixue	0	-1	0	0	高级吸血
586	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	cw_fs_fanzhen	cw_fs_fanzhen	0	-1	0	0	反震
587	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	cw_fs_fanzhen	cw_fs_fanzhen	0	-1	0	0	高级反震
588	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	cw_fs_lingdong	cw_fs_lingdong	0	-1	0	0	灵动
589	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	cw_fs_lingdong	cw_fs_lingdong	0	-1	0	0	高级灵动
590	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	cw_fs_ximo	cw_fs_ximo	0	-1	0	0	吸气
591	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	cw_fs_ximo	cw_fs_ximo	0	-1	0	0	高级吸气
592	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	cw_fs_danu	cw_fs_danu	0	-1	0	0	打怒
593	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	cw_fs_danu	cw_fs_danu	0	-1	0	0	高级打怒
594	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	cw_fs_zhongxin	cw_fs_zhongxin	0	-1	0	0	忠心
595	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	cw_fs_zhongxin	cw_fs_zhongxin	0	-1	0	0	高级忠心
596	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	npc_all_zhufu	npc_all_zhufu	0	-1	0	0	灵气
597	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	npc_all_zhufu	npc_all_zhufu	0	-1	0	0	高级灵气
598	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	npc_shou_danwai	npc_shou_danwai	0	-1	0	0	猛击
599	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	npc_shou_danwai	npc_shou_danwai	0	-1	0	0	高级猛击
600	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	npc_all_zhufu	npc_all_zhufu	0	-1	0	0	识破
601	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	npc_all_zhufu	npc_all_zhufu	0	-1	0	0	高级识破
602	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	npc_all_lianji	npc_all_lianji	0	-1	0	0	连击
603	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	npc_all_lianji	npc_all_lianji	0	-1	0	0	高级连击
604	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	npc_all_dannei	npc_all_dannei	0	-1	0	0	痛击
605	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	npc_all_dannei	npc_all_dannei	0	-1	0	0	高级痛击
606	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	npc_all_kongzhi	npc_all_kongzhi	0	-1	0	0	虚弱
607	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	npc_all_kongzhi	npc_all_kongzhi	0	-1	0	0	高级虚弱
608	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	npc_all_kongzhi	npc_all_kongzhi	0	-1	0	0	破绽
609	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	npc_all_kongzhi	npc_all_kongzhi	0	-1	0	0	高级破绽
610	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	npc_all_kongzhi	npc_all_kongzhi	0	-1	0	0	摔绊
611	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	npc_all_kongzhi	npc_all_kongzhi	0	-1	0	0	高级摔绊
612	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	npc_all_jinghua	npc_all_jinghua	0	-1	0	0	解穴
613	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	npc_all_jinghua	npc_all_jinghua	0	-1	0	0	清醒
614	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	npc_all_jinghua	npc_all_jinghua	0	-1	0	0	明目
615	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	npc_all_jinghua	npc_all_jinghua	0	-1	0	0	轻灵
616	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	npc_all_jinghua	npc_all_jinghua	0	-1	0	0	固元
617	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	npc_all_jinghua	npc_all_jinghua	0	-1	0	0	洒脱
618	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	远程攻击	远程攻击	0	-1	0	0	怪物远程攻击
619	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	Npc_QingLin_001_001	Npc_QingLin_001_001	0	-1	0	0	碧蛇三花瞳
620	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	站立	站立	0	-1	0	0	传送NPC占用
621	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	boss_chiyanshou_落日熔金攻击	boss_chiyanshou_落日熔金攻击	0	-1	0	0	怪物远程攻击
622	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	boss_chiyanshou_火龙摆尾	boss_chiyanshou_火龙摆尾	0	-1	0	0	怪物远程攻击
623	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	3_NPC_头目怪_内外参天_施法_01	3_NPC_头目怪_内外参天_施法_01	0	-1	0	0	内外参天
624	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	3_NPC_头目怪_四象有道_施法_01	3_NPC_头目怪_四象有道_施法_01	0	-1	0	0	四象有道
625	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	3_NPC_头目怪_沁骨腐血_施法_01	3_NPC_头目怪_沁骨腐血_施法_01	0	-1	0	0	沁骨腐血
626	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	3_NPC_头目怪_欲去还留_施法_01	3_NPC_头目怪_欲去还留_施法_01	0	-1	0	0	欲去还留
627	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	3_NPC_头目怪_风烛晕舞_施法_01	3_NPC_头目怪_风烛晕舞_施法_01	0	-1	0	0	风烛晕舞
628	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	3_NPC_头目怪_雄而自逸_施法_01	3_NPC_头目怪_雄而自逸_施法_01	0	-1	0	0	雄而自逸
629	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	攻击2	攻击2	0	-1	0	0	攻击2
630	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	3_NPC_八翼雷龙_风雷梦魇_施法	3_NPC_八翼雷龙_风雷梦魇_施法	0	-1	0	0	野外boss群
631	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	3_NPC_八翼雷龙_九天雷动_施法	3_NPC_八翼雷龙_九天雷动_施法	0	-1	0	0	野外boss群
632	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	3_NPC_八翼雷龙_雷龙幻身_施法	3_NPC_八翼雷龙_雷龙幻身_施法	0	-1	0	0	野外boss群
633	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	3_NPC_冰河幽魂_冰神箭_施法	3_NPC_冰河幽魂_冰神箭_施法	0	-1	0	0	野外boss群
634	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	3_NPC_冰河幽魂_冰尊劲_施法	3_NPC_冰河幽魂_冰尊劲_施法	0	-1	0	0	野外boss群
635	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	3_NPC_冰河幽魂_冻天掌_施法	3_NPC_冰河幽魂_冻天掌_施法	0	-1	0	0	野外boss群
636	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	3_NPC_墨鳞蛇王_腐尸蛇毒_施法	3_NPC_墨鳞蛇王_腐尸蛇毒_施法	0	-1	0	0	野外boss群
637	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	3_NPC_墨鳞蛇王_墨蛇毒血_施法	3_NPC_墨鳞蛇王_墨蛇毒血_施法	0	-1	0	0	野外boss群
638	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	空手站立01	3_NPC_墨鳞蛇王_万蛇毒泉_施法	3_NPC_墨鳞蛇王_万蛇毒泉_施法	0	-1	0	0	野外boss群
