INT	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	INT	INT	STRING
INT	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	INT	INT	STRING
503	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	0	-1	Ðé»ÃÆÆ	
504	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	0	-1	´óÑ©±À¾ÛÆø	
505	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	0	-1	´óÑ©±À·¢ÕÐ	
506	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	0	-1	ÊÞÍõÅ­ºð	
507	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	0	-1	ÃîÊÖ»Ø´º¾ÛÆø	
508	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	0	-1	ÃîÊÖ»Ø´º·¢ÕÐ	
509	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	0	-1	ÌìÂÞµØÍø	
510	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	0	-1	ÓñÊ¯¾ã·Ù¾ÛÆø	
511	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	0	-1	ÓñÊ¯¾ã·Ù·¢ÕÐ	
512	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	0	-1	Ê§»êÂäÆÇ	
513	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	0	-1	Ê®ÏãÈí½î	
514	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	0	-1	ËºÁÑ	
515	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	0	-1	ÁÒÑæÁ¶Óü¾ÛÆø	
516	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	0	-1	ÁÒÑæÁ¶Óü·¢ÕÐ	
517	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	0	-1	×¦»÷	
518	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	0	-1	Õ¶»÷	
519	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	0	-1	ÕÆ»÷	
520	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	0	-1	Í´»÷	
521	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	0	-1	¿ñÀ×ÌìÀÎ¾ÛÆø	
522	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	0	-1	¿ñÀ×ÌìÀÎ·¢ÕÐ	
523	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	0	-1	×çÖä	
524	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	0	-1	×ÆÉÕ	
525	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	0	-1	¸¯Ê´	
526	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	0	-1	¶ÝÌìÈëµØ¾ÛÆø	
527	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	0	-1	¶ÝÌìÈëµØ·¢ÕÐ	
528	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	0	-1	±ù¾«	
529	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	0	-1	»ðÁé	
530	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	0	-1	¶¾¹Æ	
531	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	0	-1	ÐþÊÞ	
532	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	0	-1	³Ù¶Û	
533	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	0	-1	½Æ»«	
534	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	0	-1	º©ºñ	
535	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	0	-1	Æ´Ãü	
536	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	0	-1	·¨»ê	
537	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	0	-1	ÂùÁ¦	
538	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	0	-1	½èÁ¦	
539	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	0	-1	¸ß¼¶½èÁ¦	
540	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	0	-1	ÉúËÀÀÞÌ¨¹ØÊ¤¹¥»÷2	
541	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	0	-1	ÉúËÀÀÞÌ¨¹ØÊ¤Ô¶³Ì¹¥»÷	
542	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	0	-1	ÉúËÀÀÞÌ¨¹ØÊ¤ÃðÊÀµ¶Õó	
543	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	0	-1	ÉúËÀÀÞÌ¨¹ØÊ¤ÉúÃÅ	
544	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	0	-1	Ç¿Éí	
545	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	0	-1	¸ß¼¶Ç¿Éí	
546	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	0	-1	ÄýÉñ	
547	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	0	-1	¸ß¼¶ÄýÉñ	
548	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	0	-1	¼«±ùÄýÉ±	
549	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	0	-1	½Ù»ð·ÙÉ±	
550	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	0	-1	¸¯¶¾Ê´É±	
551	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	0	-1	¾ÅÀ×»÷É±	
552	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	0	-1	Ñª±¬	
553	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	0	-1	¸ß¼¶Ñª±¬	
554	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	0	-1	Ê¥±¬	
555	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	0	-1	¸ß¼¶Ê¥±¬	
556	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	0	-1	±ù±¬	
557	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	0	-1	¸ß¼¶±ù±¬	
558	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	0	-1	¾»»¯	
559	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	0	-1	¸ß¼¶¾»»¯	
560	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	0	-1	ÖØÉú	
561	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	0	-1	¸ß¼¶ÖØÉú	
562	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	0	-1	¹²Éú	
563	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	0	-1	¸ß¼¶¹²Éú	
564	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	0	-1	ÖÎÁÆ	
565	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	0	-1	¸ß¼¶ÖÎÁÆ	
566	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	0	-1	ÈâÇ½	
567	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	0	-1	¸ß¼¶ÈâÇ½	
568	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	0	-1	ÉñÓÓ	
569	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	0	-1	¸ß¼¶ÉñÓÓ	
570	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	0	-1	ÊÈÑª	
571	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	0	-1	¸ß¼¶ÊÈÑª	
572	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	0	-1	Ñª¼À	
573	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	0	-1	¸ß¼¶Ñª¼À	
574	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	0	-1	Î±×°	
575	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	0	-1	¸ß¼¶Î±×°	
576	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	0	-1	¸½Éí	
577	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	0	-1	¸ß¼¶¸½Éí	
578	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	0	-1	º®±ùÖä	
579	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	0	-1	ÁÒ»ðÖä	
580	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	0	-1	Ñª¶¾Öä	
581	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	0	-1	ÐþÀ×Öä	
582	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	0	-1	·´»÷	
583	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	0	-1	¸ß¼¶·´»÷	
584	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	0	-1	ÎüÑª	
585	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	0	-1	¸ß¼¶ÎüÑª	
586	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	0	-1	·´Õð	
587	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	0	-1	¸ß¼¶·´Õð	
588	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	0	-1	Áé¶¯	
589	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	0	-1	¸ß¼¶Áé¶¯	
590	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	0	-1	ÎüÆø	
591	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	0	-1	¸ß¼¶ÎüÆø	
592	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	0	-1	´òÅ­	
593	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	0	-1	¸ß¼¶´òÅ­	
594	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	0	-1	ÖÒÐÄ	
595	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	0	-1	¸ß¼¶ÖÒÐÄ	
596	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	0	-1	ÁéÆø	
597	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	0	-1	¸ß¼¶ÁéÆø	
598	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	0	-1	ÃÍ»÷	
599	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	0	-1	¸ß¼¶ÃÍ»÷	
600	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	0	-1	Ê¶ÆÆ	
601	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	0	-1	¸ß¼¶Ê¶ÆÆ	
602	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	0	-1	Á¬»÷	
603	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	0	-1	¸ß¼¶Á¬»÷	
604	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	0	-1	Í´»÷	
605	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	0	-1	¸ß¼¶Í´»÷	
606	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	0	-1	ÐéÈõ	
607	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	0	-1	¸ß¼¶ÐéÈõ	
608	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	0	-1	ÆÆÕÀ	
609	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	0	-1	¸ß¼¶ÆÆÕÀ	
610	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	0	-1	Ë¤°í	
611	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	0	-1	¸ß¼¶Ë¤°í	
612	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	0	-1	½âÑ¨	
613	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	0	-1	ÇåÐÑ	
614	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	0	-1	Ã÷Ä¿	
615	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	0	-1	ÇáÁé	
616	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	0	-1	¹ÌÔª	
617	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	¹¥»÷	0	-1	È÷ÍÑ	
618	cw_Ô¶³Ì¹¥»÷ÅØÏø	cw_Ô¶³Ì¹¥»÷ÅØÏø	cw_Ô¶³Ì¹¥»÷ÅØÏø	cw_Ô¶³Ì¹¥»÷ÅØÏø	cw_Ô¶³Ì¹¥»÷ÅØÏø	cw_Ô¶³Ì¹¥»÷ÅØÏø	cw_Ô¶³Ì¹¥»÷ÅØÏø	cw_Ô¶³Ì¹¥»÷ÅØÏø	cw_Ô¶³Ì¹¥»÷ÅØÏø	0	-1	ÅØÏø
701	boss_±øÊ¥ÆæÕóÉ½_É½ÔÀÃÍ»÷_01	boss_±øÊ¥ÆæÕóÉ½_É½ÔÀÃÍ»÷_01	boss_±øÊ¥ÆæÕóÉ½_É½ÔÀÃÍ»÷_01	boss_±øÊ¥ÆæÕóÉ½_É½ÔÀÃÍ»÷_01	boss_±øÊ¥ÆæÕóÉ½_É½ÔÀÃÍ»÷_01	boss_±øÊ¥ÆæÕóÉ½_É½ÔÀÃÍ»÷_01	boss_±øÊ¥ÆæÕóÉ½_É½ÔÀÃÍ»÷_01	boss_±øÊ¥ÆæÕóÉ½_É½ÔÀÃÍ»÷_01	boss_±øÊ¥ÆæÕóÉ½_É½ÔÀÃÍ»÷_01	0	-1	É½ÔÀÃÍ»÷
702	boss_±øÊ¥ÆæÕóÉ½_É½Ê¯·É½¦_01	boss_±øÊ¥ÆæÕóÉ½_É½Ê¯·É½¦_01	boss_±øÊ¥ÆæÕóÉ½_É½Ê¯·É½¦_01	boss_±øÊ¥ÆæÕóÉ½_É½Ê¯·É½¦_01	boss_±øÊ¥ÆæÕóÉ½_É½Ê¯·É½¦_01	boss_±øÊ¥ÆæÕóÉ½_É½Ê¯·É½¦_01	boss_±øÊ¥ÆæÕóÉ½_É½Ê¯·É½¦_01	boss_±øÊ¥ÆæÕóÉ½_É½Ê¯·É½¦_01	boss_±øÊ¥ÆæÕóÉ½_É½Ê¯·É½¦_01	0	-1	É½Ê¯·É½¦
703	boss_±øÊ¥ÆæÕóÉ½_²»¶¯ÈçÉ½_¾ÛÆø_01	boss_±øÊ¥ÆæÕóÉ½_²»¶¯ÈçÉ½_¾ÛÆø_01	boss_±øÊ¥ÆæÕóÉ½_²»¶¯ÈçÉ½_¾ÛÆø_01	boss_±øÊ¥ÆæÕóÉ½_²»¶¯ÈçÉ½_¾ÛÆø_01	boss_±øÊ¥ÆæÕóÉ½_²»¶¯ÈçÉ½_¾ÛÆø_01	boss_±øÊ¥ÆæÕóÉ½_²»¶¯ÈçÉ½_¾ÛÆø_01	boss_±øÊ¥ÆæÕóÉ½_²»¶¯ÈçÉ½_¾ÛÆø_01	boss_±øÊ¥ÆæÕóÉ½_²»¶¯ÈçÉ½_¾ÛÆø_01	boss_±øÊ¥ÆæÕóÉ½_²»¶¯ÈçÉ½_¾ÛÆø_01	0	-1	²»¶¯ÈçÉ½¾ÛÆø
704	boss_±øÊ¥ÆæÕóÉ½_²»¶¯ÈçÉ½_Ê©·¨_01	boss_±øÊ¥ÆæÕóÉ½_²»¶¯ÈçÉ½_Ê©·¨_01	boss_±øÊ¥ÆæÕóÉ½_²»¶¯ÈçÉ½_Ê©·¨_01	boss_±øÊ¥ÆæÕóÉ½_²»¶¯ÈçÉ½_Ê©·¨_01	boss_±øÊ¥ÆæÕóÉ½_²»¶¯ÈçÉ½_Ê©·¨_01	boss_±øÊ¥ÆæÕóÉ½_²»¶¯ÈçÉ½_Ê©·¨_01	boss_±øÊ¥ÆæÕóÉ½_²»¶¯ÈçÉ½_Ê©·¨_01	boss_±øÊ¥ÆæÕóÉ½_²»¶¯ÈçÉ½_Ê©·¨_01	boss_±øÊ¥ÆæÕóÉ½_²»¶¯ÈçÉ½_Ê©·¨_01	0	-1	²»¶¯ÈçÉ½Ê©·¨
705	boss_±øÊ¥ÆæÕóÉ½_ÉíÏÝÖØÎ§_01	boss_±øÊ¥ÆæÕóÉ½_ÉíÏÝÖØÎ§_01	boss_±øÊ¥ÆæÕóÉ½_ÉíÏÝÖØÎ§_01	boss_±øÊ¥ÆæÕóÉ½_ÉíÏÝÖØÎ§_01	boss_±øÊ¥ÆæÕóÉ½_ÉíÏÝÖØÎ§_01	boss_±øÊ¥ÆæÕóÉ½_ÉíÏÝÖØÎ§_01	boss_±øÊ¥ÆæÕóÉ½_ÉíÏÝÖØÎ§_01	boss_±øÊ¥ÆæÕóÉ½_ÉíÏÝÖØÎ§_01	boss_±øÊ¥ÆæÕóÉ½_ÉíÏÝÖØÎ§_01	0	-1	ÉíÏÝÖØÎ§
706	boss_±øÊ¥ÆæÕóÉ½_ÍÌÊ³ÌìµØ	boss_±øÊ¥ÆæÕóÉ½_ÍÌÊ³ÌìµØ	boss_±øÊ¥ÆæÕóÉ½_ÍÌÊ³ÌìµØ	boss_±øÊ¥ÆæÕóÉ½_ÍÌÊ³ÌìµØ	boss_±øÊ¥ÆæÕóÉ½_ÍÌÊ³ÌìµØ	boss_±øÊ¥ÆæÕóÉ½_ÍÌÊ³ÌìµØ	boss_±øÊ¥ÆæÕóÉ½_ÍÌÊ³ÌìµØ	boss_±øÊ¥ÆæÕóÉ½_ÍÌÊ³ÌìµØ	boss_±øÊ¥ÆæÕóÉ½_ÍÌÊ³ÌìµØ	0	-1	ÍÌÊ³ÌìµØ
