INT	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	INT	INT	STRING	
369	g01_攻击动作92_yangchunbaixue	g01_攻击动作92_yangchunbaixue	g01_攻击动作92_yangchunbaixue	g01_攻击动作20_yangchunbaixue	g01_攻击动作20_yangchunbaixue	g01_扇子_攻击动作20_yangchunbaixue	g01_huan_攻击动作58_yangchunbaixue	npc_attack	npc_attack	0	-1	阳春白雪	
370	g01_聚气动作10_taxuewuhen	g01_聚气动作10_taxuewuhen	g01_聚气动作10_taxuewuhen	g01_聚气动作10_taxuewuhen	g01_聚气动作10_taxuewuhen	g01_聚气动作10_taxuewuhen	g01_聚气动作10_taxuewuhen	npc_attack	npc_attack	0	-1	踏雪无痕聚气	
371	g01_状态动作10_taxuewuhen	g01_状态动作10_taxuewuhen	g01_状态动作10_taxuewuhen	g01_状态动作10_taxuewuhen	g01_状态动作10_taxuewuhen	g01_状态动作10_taxuewuhen	g01_状态动作10_taxuewuhen	npc_attack	npc_attack	0	-1	踏雪无痕攻击	
372	g01_状态动作10_guixigong	g01_状态动作10_guixigong	g01_状态动作10_guixigong	g01_状态动作10_guixigong	g01_状态动作10_guixigong	g01_状态动作10_guixigong	g01_状态动作10_guixigong	npc_attack	npc_attack	1	-1	龟息功	
373	g01_状态动作10_chunwangchihan	g01_状态动作10_chunwangchihan	g01_状态动作10_chunwangchihan	g01_状态动作10_chunwangchihan	g01_状态动作10_chunwangchihan	g01_状态动作10_chunwangchihan	g01_状态动作10_chunwangchihan	npc_attack	npc_attack	1	-1	唇亡齿寒	
374	g01_聚气动作12_shimianmaifu	g01_聚气动作12_shimianmaifu	g01_聚气动作12_shimianmaifu	g01_聚气动作12_shimianmaifu	g01_聚气动作12_shimianmaifu	g01_聚气动作12_shimianmaifu	g01_聚气动作12_shimianmaifu	npc_attack	npc_attack	0	-1	十面埋伏聚气	
375	g01_状态动作10_shimianmaifu	g01_状态动作10_shimianmaifu	g01_状态动作10_shimianmaifu	g01_状态动作10_shimianmaifu	g01_状态动作10_shimianmaifu	g01_状态动作10_shimianmaifu	g01_状态动作10_shimianmaifu	npc_attack	npc_attack	0	-1	十面埋伏攻击	
376	g01_状态动作10_yuezudaipao	g01_状态动作10_yuezudaipao	g01_状态动作10_yuezudaipao	g01_状态动作10_yuezudaipao	g01_状态动作10_yuezudaipao	g01_状态动作10_yuezudaipao	g01_状态动作10_yuezudaipao	npc_attack	npc_attack	1	-1	越俎代庖	
377	g01_状态动作9_guiqulaixi	g01_状态动作9_guiqulaixi	g01_状态动作9_guiqulaixi	g01_状态动作9_guiqulaixi	g01_状态动作9_guiqulaixi	g01_状态动作9_guiqulaixi	g01_状态动作9_guiqulaixi	npc_attack	npc_attack	1	-1	归去来兮	
378	g01_攻击动作85_pingxuyufeng	g01_攻击动作85_pingxuyufeng	g01_攻击动作85_pingxuyufeng	g01_攻击动作63_pingxuyufeng	g01_攻击动作63_pingxuyufeng	g01_攻击动作63_pingxuyufeng	g01_huan_攻击动作40_pingxuyufeng	npc_attack	npc_attack	0	-1	凭虚御风	
379	g01_状态动作9_jingyingchenbi	g01_状态动作9_jingyingchenbi	g01_状态动作9_jingyingchenbi	g01_状态动作9_jingyingchenbi	g01_状态动作9_jingyingchenbi	g01_状态动作9_jingyingchenbi	g01_状态动作9_jingyingchenbi	npc_attack	npc_attack	1	-1	静影沉璧	
380	g01_状态动作9_daxiangwuxing	g01_状态动作9_daxiangwuxing	g01_状态动作9_daxiangwuxing	g01_状态动作9_daxiangwuxing	g01_状态动作9_daxiangwuxing	g01_状态动作9_daxiangwuxing	g01_状态动作9_daxiangwuxing	npc_attack	npc_attack	1	-1	大象无形	
381	g01_攻击动作2_haoyueqianli	g01_攻击动作2_haoyueqianli	g01_攻击动作2_haoyueqianli	g01_攻击动作71_haoyueqianli	g01_攻击动作71_haoyueqianli	g01_攻击动作71_haoyueqianli	g01_huan_攻击动作49_haoyueqianli	npc_attack	npc_attack	0	-1	皓月千里	
382	g01_攻击动作94_wangyangxingtan	g01_攻击动作94_wangyangxingtan	g01_攻击动作94_wangyangxingtan	g01_攻击动作72_wangyangxingtan	g01_攻击动作72_wangyangxingtan	g01_扇子_攻击动作72_wangyangxingtan	g01_huan_攻击动作50_wangyangxingtan	npc_attack	npc_attack	0	-1	望洋兴叹	
383	npc_attack	npc_attack	npc_attack	npc_attack	npc_attack	npc_attack	npc_attack	npc_attack	npc_attack	0	-1	海纳百川	
384	g01_攻击动作95_hudiezhen	g01_攻击动作95_hudiezhen	g01_攻击动作95_hudiezhen	g01_攻击动作73_hudiezhen	g01_攻击动作73_hudiezhen	g01_攻击动作73_hudiezhen	g01_攻击动作51_hudiezhen	npc_attack	npc_attack	0	-1	蝴蝶阵	
385	g01_聚气动作3_xianjing	g01_聚气动作3_xianjing	g01_聚气动作3_xianjing	g01_聚气动作3_xianjing	g01_聚气动作3_xianjing	g01_聚气动作3_xianjing	g01_聚气动作3_xianjing	npc_attack	npc_attack	0	-1	八门金锁聚气	
386	g01_状态动作11_bamenjinsuo	g01_状态动作11_bamenjinsuo	g01_状态动作11_bamenjinsuo	g01_状态动作11_bamenjinsuo	g01_状态动作11_bamenjinsuo	g01_状态动作11_bamenjinsuo	g01_状态动作11_bamenjinsuo	npc_attack	npc_attack	0	-1	八门金锁攻击	
387	g01_聚气动作3_xianjing	g01_聚气动作3_xianjing	g01_聚气动作3_xianjing	g01_聚气动作3_xianjing	g01_聚气动作3_xianjing	g01_聚气动作3_xianjing	g01_聚气动作3_xianjing	npc_attack	npc_attack	0	-1	一字长蛇聚气	
388	g01_状态动作11_yizichangshe	g01_状态动作11_yizichangshe	g01_状态动作11_yizichangshe	g01_状态动作11_yizichangshe	g01_状态动作11_yizichangshe	g01_状态动作11_yizichangshe	g01_状态动作11_yizichangshe	npc_attack	npc_attack	0	-1	一字长蛇攻击	
389	g01_聚气动作3_xianjing	g01_聚气动作3_xianjing	g01_聚气动作3_xianjing	g01_聚气动作3_xianjing	g01_聚气动作3_xianjing	g01_聚气动作3_xianjing	g01_聚气动作3_xianjing	npc_attack	npc_attack	0	-1	太乙三才聚气	
390	g01_状态动作11_taiyisancai	g01_状态动作11_taiyisancai	g01_状态动作11_taiyisancai	g01_状态动作11_taiyisancai	g01_状态动作11_taiyisancai	g01_状态动作11_taiyisancai	g01_状态动作11_taiyisancai	npc_attack	npc_attack	0	-1	太乙三才攻击	
391	g01_聚气动作3_xianjing	g01_聚气动作3_xianjing	g01_聚气动作3_xianjing	g01_聚气动作3_xianjing	g01_聚气动作3_xianjing	g01_聚气动作3_xianjing	g01_聚气动作3_xianjing	npc_attack	npc_attack	0	-1	八阵图聚气	
392	g01_状态动作11_bazhentu	g01_状态动作11_bazhentu	g01_状态动作11_bazhentu	g01_状态动作11_bazhentu	g01_状态动作11_bazhentu	g01_状态动作11_bazhentu	g01_状态动作11_bazhentu	npc_attack	npc_attack	0	-1	八阵图攻击	
393	g01_挥左手_huoyanjinjing	g01_挥左手_huoyanjinjing	g01_挥左手_huoyanjinjing	g01_挥左手_huoyanjinjing	g01_挥左手_huoyanjinjing	g01_挥左手_huoyanjinjing	g01_挥左手_huoyanjinjing	npc_attack	npc_attack	1	-1	火眼金睛	
394	g01_状态动作9_zhongmiaozhimen	g01_状态动作9_zhongmiaozhimen	g01_状态动作9_zhongmiaozhimen	g01_状态动作9_zhongmiaozhimen	g01_状态动作9_zhongmiaozhimen	g01_状态动作9_zhongmiaozhimen	g01_状态动作9_zhongmiaozhimen	npc_attack	npc_attack	1	-1	众妙之门	
395	g01_状态动作9_shenguanglihe	g01_状态动作9_shenguanglihe	g01_状态动作9_shenguanglihe	g01_状态动作9_shenguanglihe	g01_状态动作9_shenguanglihe	g01_状态动作9_shenguanglihe	g01_状态动作9_shenguanglihe	npc_attack	npc_attack	1	-1	神光离合	
396	g01_状态动作9_lingboweibu	g01_状态动作9_lingboweibu	g01_状态动作9_lingboweibu	g01_状态动作9_lingboweibu	g01_状态动作9_lingboweibu	g01_状态动作9_lingboweibu	g01_状态动作9_lingboweibu	npc_attack	npc_attack	1	-1	凌波微步	
397	g01_攻击动作96_lvshuangbingzhi	g01_攻击动作96_lvshuangbingzhi	g01_攻击动作96_lvshuangbingzhi	g01_攻击动作11_lvshuangbingzhi	g01_攻击动作11_lvshuangbingzhi	g01_攻击动作11_lvshuangbingzhi	g01_huan_攻击动作11_lvshuangbingzhi	npc_attack	npc_attack	0	-1	履霜冰至	
398	g01_状态动作9_yuqinguzong	g01_状态动作9_yuqinguzong	g01_状态动作9_yuqinguzong	g01_状态动作9_yuqinguzong	g01_状态动作9_yuqinguzong	g01_状态动作9_yuqinguzong	g01_状态动作9_yuqinguzong	npc_attack	npc_attack	1	-1	欲擒故纵	
399	g01_状态动作9_tuibisanshe	g01_状态动作9_tuibisanshe	g01_状态动作9_tuibisanshe	g01_状态动作9_tuibisanshe	g01_状态动作9_tuibisanshe	g01_状态动作9_tuibisanshe	g01_状态动作9_tuibisanshe	npc_attack	npc_attack	1	-1	退避三舍	
400	g01_聚气动作10_danfengchaoyang	g01_聚气动作10_danfengchaoyang	g01_聚气动作10_danfengchaoyang	g01_聚气动作7_danfengchaoyang	g01_聚气动作7_danfengchaoyang	g01_聚气动作7_danfengchaoyang	g01_聚气动作5_danfengchaoyang	npc_attack	npc_attack	0	-1	朝三暮四聚气	
401	g01_状态动作9_zhaosanmusi	g01_状态动作9_zhaosanmusi	g01_状态动作9_zhaosanmusi	g01_状态动作9_zhaosanmusi	g01_状态动作9_zhaosanmusi	g01_状态动作9_zhaosanmusi	g01_状态动作9_zhaosanmusi	npc_attack	npc_attack	0	-1	朝三暮四攻击	
402	g01_攻击动作97_yihubaiying	g01_攻击动作97_yihubaiying	g01_攻击动作97_yihubaiying	g01_攻击动作75_yihubaiying	g01_攻击动作75_yihubaiying	g01_扇子_攻击动作75_yihubaiying	g01_攻击动作52_yihubaiying	npc_attack	npc_attack	0	-1	一呼百应	
403	g01_聚气动作3_shengmingshengquan	g01_聚气动作3_shengmingshengquan	g01_聚气动作3_shengmingshengquan	g01_聚气动作3_shengmingshengquan	g01_聚气动作3_shengmingshengquan	g01_聚气动作3_shengmingshengquan	g01_聚气动作3_shengmingshengquan	npc_attack	npc_attack	1	-1	生命之泉	
404	g01_聚气动作1_chujizhiliao	g01_聚气动作1_chujizhiliao	g01_聚气动作1_chujizhiliao	g01_聚气动作1_chujizhiliao	g01_聚气动作1_chujizhiliao	g01_聚气动作1_chujizhiliao	g01_聚气动作1_chujizhiliao	npc_attack	npc_attack	1	-1	初级治疗	
405	轻功2a	轻功2a	轻功2a	轻功2a	轻功2a	轻功2a	轻功2a	npc_attack	npc_attack	0	-1	轻功2a	
406	g01轻功2b	g01轻功2b	g01轻功2b	g01轻功2b	g01轻功2b	g01轻功2b	g01轻功2b	npc_attack	npc_attack	0	-1	g01轻功2b	
407	轻功2c	轻功2c	轻功2c	轻功2c	轻功2c	轻功2c	轻功2c	npc_attack	npc_attack	0	-1	轻功2c	
408	轻功3a	轻功3a	轻功3a	轻功3a	轻功3a	轻功3a	轻功3a	npc_attack	npc_attack	0	-1	轻功3a	
409	g01轻功3b	g01轻功3b	g01轻功3b	g01轻功3b	g01轻功3b	g01轻功3b	g01轻功3b	npc_attack	npc_attack	0	-1	g01轻功3b	
410	轻功3c	轻功3c	轻功3c	轻功3c	轻功3c	轻功3c	轻功3c	npc_attack	npc_attack	0	-1	轻功3c	
411	轻功4a	轻功4a	轻功4a	轻功4a	轻功4a	轻功4a	轻功4a	npc_attack	npc_attack	0	-1	轻功4a	
412	g01轻功4b	g01轻功4b	g01轻功4b	g01轻功4b	g01轻功4b	g01轻功4b	g01轻功4b	npc_attack	npc_attack	0	-1	g01轻功4b	
413	轻功4c	轻功4c	轻功4c	轻功4c	轻功4c	轻功4c	轻功4c	npc_attack	npc_attack	0	-1	轻功4c	
414	轻功5a	轻功5a	轻功5a	轻功5a	轻功5a	轻功5a	轻功5a	npc_attack	npc_attack	0	-1	轻功5a	
415	g01轻功5b	g01轻功5b	g01轻功5b	g01轻功5b	g01轻功5b	g01轻功5b	g01轻功5b	npc_attack	npc_attack	0	-1	g01轻功5b	
416	轻功5c	轻功5c	轻功5c	轻功5c	轻功5c	轻功5c	轻功5c	npc_attack	npc_attack	0	-1	轻功5c	
417	轻功6a	轻功6a	轻功6a	轻功6a	轻功6a	轻功6a	轻功6a	npc_attack	npc_attack	0	-1	轻功6a	
418	g01轻功6b	g01轻功6b	g01轻功6b	g01轻功6b	g01轻功6b	g01轻功6b	g01轻功6b	npc_attack	npc_attack	0	-1	g01轻功6b	
419	轻功6c	轻功6c	轻功6c	轻功6c	轻功6c	轻功6c	轻功6c	npc_attack	npc_attack	0	-1	轻功6c	
420	轻功7a	轻功7a	轻功7a	轻功7a	轻功7a	轻功7a	轻功7a	npc_attack	npc_attack	0	-1	轻功7a	
421	g01轻功7b	g01轻功7b	g01轻功7b	g01轻功7b	g01轻功7b	g01轻功7b	g01轻功7b	npc_attack	npc_attack	0	-1	g01轻功7b	
422	轻功7c	轻功7c	轻功7c	轻功7c	轻功7c	轻功7c	轻功7c	npc_attack	npc_attack	0	-1	轻功7c	
423	轻功8a	轻功8a	轻功8a	轻功8a	轻功8a	轻功8a	轻功8a	npc_attack	npc_attack	0	-1	轻功8a	
424	g01轻功8b	g01轻功8b	g01轻功8b	g01轻功8b	g01轻功8b	g01轻功8b	g01轻功8b	npc_attack	npc_attack	0	-1	g01轻功8b	
425	轻功8c	轻功8c	轻功8c	轻功8c	轻功8c	轻功8c	轻功8c	npc_attack	npc_attack	0	-1	轻功8c	
426	轻功9a	轻功9a	轻功9a	轻功9a	轻功9a	轻功9a	轻功9a	npc_attack	npc_attack	0	-1	轻功9a	
427	g01轻功9b	g01轻功9b	g01轻功9b	g01轻功9b	g01轻功9b	g01轻功9b	g01轻功9b	npc_attack	npc_attack	0	-1	g01轻功9b	
428	轻功9c	轻功9c	轻功9c	轻功9c	轻功9c	轻功9c	轻功9c	npc_attack	npc_attack	0	-1	轻功9c	
429	轻功10a	轻功10a	轻功10a	轻功10a	轻功10a	轻功10a	轻功10a	npc_attack	npc_attack	0	-1	轻功10a	
430	g01轻功10b	g01轻功10b	g01轻功10b	g01轻功10b	g01轻功10b	g01轻功10b	g01轻功10b	npc_attack	npc_attack	0	-1	g01轻功10b	
431	轻功10c	轻功10c	轻功10c	轻功10c	轻功10c	轻功10c	轻功10c	npc_attack	npc_attack	0	-1	轻功10c	
451	鄙视	鄙视	鄙视	鄙视	鄙视	鄙视	鄙视	鄙视	鄙视	1	-1	鄙视	
452	大笑	大笑	大笑	大笑	大笑	大笑	大笑	大笑	大笑	1	-1	大笑	
453	蹲马步	蹲马步	蹲马步	蹲马步	蹲马步	蹲马步	蹲马步	蹲马步	蹲马步	1	-1	蹲马步	
454	骄傲	骄傲	骄傲	骄傲	骄傲	骄傲	骄傲	骄傲	骄傲	1	-1	骄傲	
455	咆哮	咆哮	咆哮	咆哮	咆哮	咆哮	咆哮	咆哮	咆哮	1	-1	咆哮	
456	招式1	招式1	招式1	招式1	招式1	招式1	招式1	招式1	招式1	1	-1	招式1	
491	少林_g01	少林_g01	少林_g01	少林_g01	少林_g01	少林_g01	少林_g01	npc_attack	npc_attack	1	364	少林师门	
492	明教_g01	明教_g01	明教_g01	明教_g01	明教_g01	明教_g01	明教_g01	npc_attack	npc_attack	1	643	明教师门	
493	丐帮_g01	丐帮_g01	丐帮_g01	丐帮_g01	丐帮_g01	丐帮_g01	丐帮_g01	npc_attack	npc_attack	1	-1	丐帮师门	
494	武当_g01	武当_g01	武当_g01	武当_g01	武当_g01	武当_g01	武当_g01	npc_attack	npc_attack	1	642	武当师门	
495	峨嵋_g01	峨嵋_g01	峨嵋_g01	峨嵋_g01	峨嵋_g01	峨嵋_g01	峨嵋_g01	npc_attack	npc_attack	1	-1	峨嵋师门	
496	星宿_g01	星宿_g01	星宿_g01	星宿_g01	星宿_g01	星宿_g01	星宿_g01	npc_attack	npc_attack	1	-1	星宿师门	
497	天龙_g01	天龙_g01	天龙_g01	天龙_g01	天龙_g01	天龙_g01	天龙_g01	npc_attack	npc_attack	1	-1	天龙师门	
498	天山_g01	天山_g01	天山_g01	天山_g01	天山_g01	天山_g01	天山_g01	npc_attack	npc_attack	1	642	天山师门	
499	逍遥_g01	逍遥_g01	逍遥_g01	逍遥_g01	逍遥_g01	逍遥_g01	逍遥_g01	npc_attack	npc_attack	1	-1	逍遥师门	
500	长枪连招_g01_01	大刀连招_g01_01	长枪连招_g01_01	单短连招_g01_01	单短连招_g01_01	扇子连招_g01_01	双环连招_g01_01	npc_attack	npc_attack	0	-1	少林长拳	
501	g01_sl_金刚伏魔圈	g01_sl_金刚伏魔圈	g01_sl_金刚伏魔圈	g01_sl_dd_金刚伏魔圈	g01_sl_dd_金刚伏魔圈	g01_sl_shan_金刚伏魔圈	g01_sl_sh_金刚伏魔圈	npc_attack	npc_attack	0	-1	金刚伏魔圈	
502	g01_sl_大力金刚掌	g01_sl_大力金刚掌	g01_sl_大力金刚掌	g01_sl_dd_大力金刚掌	g01_sl_dd_大力金刚掌	g01_sl_shan_大力金刚掌	g01_sl_sh_大力金刚掌	npc_attack	npc_attack	0	-1	大力金刚掌	
503	g01_sl_一苇渡江	g01_sl_一苇渡江	g01_sl_一苇渡江	g01_sl_一苇渡江	g01_sl_一苇渡江	g01_sl_一苇渡江	g01_sl_一苇渡江	npc_attack	npc_attack	0	-1	一苇渡江	
504	g01_sl_拈花指	g01_sl_拈花指	g01_sl_拈花指	g01_sl_拈花指	g01_sl_拈花指	g01_sl_拈花指	g01_sl_拈花指	npc_attack	npc_attack	0	-1	拈花指	
505	g01_sl_罗汉阵	g01_sl_罗汉阵	g01_sl_罗汉阵	g01_sl_罗汉阵	g01_sl_罗汉阵	g01_sl_罗汉阵	g01_sl_罗汉阵	npc_attack	npc_attack	0	-1	罗汉阵	
506	g01_sl_狮子吼	g01_sl_狮子吼	g01_sl_狮子吼	g01_sl_狮子吼	g01_sl_狮子吼	g01_sl_狮子吼	g01_sl_狮子吼	npc_attack	npc_attack	0	-1	狮子吼	
507	g01_sl_袈裟伏魔功	g01_sl_袈裟伏魔功	g01_sl_袈裟伏魔功	g01_sl_袈裟伏魔功	g01_sl_袈裟伏魔功	g01_sl_袈裟伏魔功	g01_sl_袈裟伏魔功	npc_attack	npc_attack	0	-1	袈裟伏魔	
508	g01_sl_礼敬如来	g01_sl_礼敬如来	g01_sl_礼敬如来	g01_sl_礼敬如来	g01_sl_礼敬如来	g01_sl_礼敬如来	g01_sl_礼敬如来	npc_attack	npc_attack	0	-1	礼敬如来	
509	g01_sl_摩诃无量	g01_sl_摩诃无量	g01_sl_摩诃无量	g01_sl_摩诃无量	g01_sl_摩诃无量	g01_sl_摩诃无量	g01_sl_摩诃无量	npc_attack	npc_attack	0	-1	摩诃无量	
510	g01_sl_jq_铁布衫	g01_sl_jq_铁布衫	g01_sl_jq_铁布衫	g01_sl_jq_铁布衫	g01_sl_jq_铁布衫	g01_sl_jq_铁布衫	g01_sl_jq_铁布衫	npc_attack	npc_attack	1	-1	铁布衫(聚气）	
511	g01_sl_铁布衫	g01_sl_铁布衫	g01_sl_铁布衫	g01_sl_铁布衫	g01_sl_铁布衫	g01_sl_铁布衫	g01_sl_铁布衫	npc_attack	npc_attack	1	-1	铁布衫（发招）	
512	g01_sl_百无禁忌	g01_sl_百无禁忌	g01_sl_百无禁忌	g01_sl_百无禁忌	g01_sl_百无禁忌	g01_sl_百无禁忌	g01_sl_百无禁忌	npc_attack	npc_attack	0	-1	百无禁忌	
513	g01_sl_般若掌	g01_sl_般若掌	g01_sl_般若掌	g01_sl_dd_般若掌	g01_sl_dd_般若掌	g01_sl_shan_般若掌	g01_sl_sh_般若掌	npc_attack	npc_attack	0	-1	一拍两散	
514	g01_sl_jq_韦陀杵	g01_sl_jq_韦陀杵	g01_sl_jq_韦陀杵	g01_sl_jq_韦陀杵	g01_sl_jq_韦陀杵	g01_sl_jq_韦陀杵	g01_sl_jq_韦陀杵	npc_attack	npc_attack	1	-1	韦陀杵（聚气）	
515	g01_sl_韦陀杵	g01_sl_韦陀杵	g01_sl_韦陀杵	g01_sl_韦陀杵	g01_sl_韦陀杵	g01_sl_韦陀杵	g01_sl_韦陀杵	npc_attack	npc_attack	1	-1	韦陀杵（发招）	
516	g01_sl_气贯长虹	g01_sl_气贯长虹	g01_sl_气贯长虹	g01_sl_气贯长虹	g01_sl_气贯长虹	g01_sl_气贯长虹	g01_sl_气贯长虹	npc_attack	npc_attack	0	-1	气贯长虹	
517	g01_sl_如来神掌	g01_sl_如来神掌	g01_sl_如来神掌	g01_sl_如来神掌	g01_sl_如来神掌	g01_sl_如来神掌	g01_sl_如来神掌	npc_attack	npc_attack	1	-1	如来神掌	
518	g01_sl_明镜台	g01_sl_明镜台	g01_sl_明镜台	g01_sl_明镜台	g01_sl_明镜台	g01_sl_明镜台	g01_sl_明镜台	npc_attack	npc_attack	1	-1	明镜台	
519	g01_sl_金刚不坏体	g01_sl_金刚不坏体	g01_sl_金刚不坏体	g01_sl_金刚不坏体	g01_sl_金刚不坏体	g01_sl_金刚不坏体	g01_sl_金刚不坏体	npc_attack	npc_attack	1	-1	金刚不坏体	
520	长枪连招_g01_01	大刀连招_g01_01	长枪连招_g01_01	单短连招_g01_01	单短连招_g01_01	扇子连招_g01_01	双环连招_g01_01	npc_attack	npc_attack	0	-1	火焰斩	
521	g01_mj_摩尼圣火阵	g01_mj_摩尼圣火阵	g01_mj_摩尼圣火阵	g01_mj_dd_摩尼圣火阵	g01_mj_dd_摩尼圣火阵	g01_mj_shan_摩尼圣火阵	g01_mj_sh_摩尼圣火阵	npc_attack	npc_attack	0	-1	摩尼圣火阵	
522	g01_mj_圣火令	g01_mj_圣火令	g01_mj_圣火令	g01_mj_dd_圣火令	g01_mj_dd_圣火令	g01_mj_shan_圣火令	g01_mj_sh_圣火令	npc_attack	npc_attack	0	-1	圣火令	
523	g01_mj_葵花移影	g01_mj_葵花移影	g01_mj_葵花移影	g01_mj_葵花移影	g01_mj_葵花移影	g01_mj_葵花移影	g01_mj_葵花移影	npc_attack	npc_attack	0	-1	葵花移影	
524	g01_mj_葵花点穴手	g01_mj_葵花点穴手	g01_mj_葵花点穴手	g01_mj_葵花点穴手	g01_mj_葵花点穴手	g01_mj_葵花点穴手	g01_mj_葵花点穴手	npc_attack	npc_attack	0	-1	葵花点穴手	
525	g01_mj_葵花向阳	g01_mj_葵花向阳	g01_mj_葵花向阳	g01_mj_葵花向阳	g01_mj_葵花向阳	g01_mj_葵花向阳	g01_mj_葵花向阳	npc_attack	npc_attack	0	-1	葵花向阳	
526	g01_mj_乾坤倒转	g01_mj_乾坤倒转	g01_mj_乾坤倒转	g01_mj_乾坤倒转	g01_mj_乾坤倒转	g01_mj_乾坤倒转	g01_mj_乾坤倒转	npc_attack	npc_attack	0	-1	乾坤倒转	
527	g01_mj_回光返照	g01_mj_回光返照	g01_mj_回光返照	g01_mj_回光返照	g01_mj_回光返照	g01_mj_回光返照	g01_mj_回光返照	npc_attack	npc_attack	0	-1	回光返照	
528	g01_mj_朗朗乾坤	g01_mj_朗朗乾坤	g01_mj_朗朗乾坤	g01_mj_dd_朗朗乾坤	g01_mj_dd_朗朗乾坤	g01_mj_shan_朗朗乾坤	g01_mj_sh_朗朗乾坤	npc_attack	npc_attack	0	-1	朗朗乾坤	
529	g01_mj_炎龙斩	g01_mj_炎龙斩	g01_mj_炎龙斩	g01_mj_dd_炎龙斩	g01_mj_dd_炎龙斩	g01_mj_shan_炎龙斩	g01_mj_sh_炎龙斩	npc_attack	npc_attack	0	-1	炎龙斩	
530	g01_mj_jq_日行式	g01_mj_jq_日行式	g01_mj_jq_日行式	g01_mj_jq_日行式	g01_mj_jq_日行式	g01_mj_jq_日行式	g01_mj_jq_日行式	npc_attack	npc_attack	1	-1	日行式（聚气）	
531	g01_mj_日行式	g01_mj_日行式	g01_mj_日行式	g01_mj_日行式	g01_mj_日行式	g01_mj_日行式	g01_mj_日行式	npc_attack	npc_attack	1	-1	日行式（发招）	
532	g01_mj_同仇敌忾	g01_mj_同仇敌忾	g01_mj_同仇敌忾	g01_mj_同仇敌忾	g01_mj_同仇敌忾	g01_mj_同仇敌忾	g01_mj_同仇敌忾	npc_attack	npc_attack	0	-1	同仇敌忾	
533	g01_mj_月夜斩	g01_mj_月夜斩	g01_mj_月夜斩	g01_mj_dd_月夜斩	g01_mj_dd_月夜斩	g01_mj_shan_月夜斩	g01_mj_sh_月夜斩	npc_attack	npc_attack	0	-1	月夜斩	
534	g01_mj_jq_夜行式	g01_mj_jq_夜行式	g01_mj_jq_夜行式	g01_mj_jq_夜行式	g01_mj_jq_夜行式	g01_mj_jq_夜行式	g01_mj_jq_夜行式	npc_attack	npc_attack	1	-1	夜行式（聚气）	
535	g01_mj_夜行式	g01_mj_夜行式	g01_mj_夜行式	g01_mj_夜行式	g01_mj_夜行式	g01_mj_夜行式	g01_mj_夜行式	npc_attack	npc_attack	1	-1	夜行式（发招）	
536	g01_mj_月明星稀	g01_mj_月明星稀	g01_mj_月明星稀	g01_mj_月明星稀	g01_mj_月明星稀	g01_mj_月明星稀	g01_mj_月明星稀	npc_attack	npc_attack	0	-1	月明星稀	
537	g01_mj_天人乱	g01_mj_天人乱	g01_mj_天人乱	g01_mj_天人乱	g01_mj_天人乱	g01_mj_天人乱	g01_mj_天人乱	npc_attack	npc_attack	1	-1	天人乱	
538	g01_mj_心守一	g01_mj_心守一	g01_mj_心守一	g01_mj_心守一	g01_mj_心守一	g01_mj_心守一	g01_mj_心守一	npc_attack	npc_attack	1	-1	心守一	
539	g01_mj_逆天行	g01_mj_逆天行	g01_mj_逆天行	g01_mj_逆天行	g01_mj_逆天行	g01_mj_逆天行	g01_mj_逆天行	npc_attack	npc_attack	1	-1	逆天行	
540	长枪连招_g01_01	大刀连招_g01_01	长枪连招_g01_01	单短连招_g01_01	单短连招_g01_01	扇子连招_g01_01	双环连招_g01_01	npc_attack	npc_attack	0	-1	棒打狗头	
541	g01_gb_天下无狗	g01_gb_天下无狗	g01_gb_天下无狗	g01_gb_dd_天下无狗	g01_gb_dd_天下无狗	g01_gb_shan_天下无狗	g01_gb_sh_天下无狗	npc_attack	npc_attack	0	-1	天下无狗	
542	g01_gb_拨狗朝天	g01_gb_拨狗朝天	g01_gb_拨狗朝天	g01_gb_dd_拨狗朝天	g01_gb_dd_拨狗朝天	g01_gb_shan_拨狗朝天	g01_gb_sh_拨狗朝天	npc_attack	npc_attack	0	-1	拨狗朝天	
543	g01_gb_飞龙在天	g01_gb_飞龙在天	g01_gb_飞龙在天	g01_gb_飞龙在天	g01_gb_飞龙在天	g01_gb_飞龙在天	g01_gb_飞龙在天	npc_attack	npc_attack	0	-1	飞龙在天	
544	g01_gb_潜龙勿用	g01_gb_潜龙勿用	g01_gb_潜龙勿用	g01_gb_潜龙勿用	g01_gb_潜龙勿用	g01_gb_潜龙勿用	g01_gb_潜龙勿用	npc_attack	npc_attack	0	-1	潜龙勿用	
545	g01_gb_见龙在田	g01_gb_见龙在田	g01_gb_见龙在田	g01_gb_见龙在田	g01_gb_见龙在田	g01_gb_见龙在田	g01_gb_见龙在田	npc_attack	npc_attack	0	-1	见龙在田	
546	g01_gb_亢龙有悔	g01_gb_亢龙有悔	g01_gb_亢龙有悔	g01_gb_亢龙有悔	g01_gb_亢龙有悔	g01_gb_亢龙有悔	g01_gb_亢龙有悔	npc_attack	npc_attack	1	-1	亢龙有悔	
