INT	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	INT	INT	STRING
174	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	0	-1
175	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	0	-1
176	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	0	-1
177	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	0	-1
178	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	0	-1
179	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	0	-1
180	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	0	-1
181	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	0	-1
182	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	0	-1
183	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	0	-1
184	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	0	-1
185	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	0	-1
186	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	0	-1
187	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	0	-1
188	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	0	-1
189	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	0	-1
190	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	0	-1
191	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	0	-1
192	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	0	-1
193	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	0	-1
194	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	0	-1
195	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	0	-1
196	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	0	-1
197	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	0	-1
198	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	0	-1
199	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	0	-1
200	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	0	-1
201	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	0	-1
202	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	0	-1
203	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	0	-1
204	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	0	-1
205	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	0	-1
206	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	0	-1
450	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	0	-1
451	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	0	-1
452	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	0	-1
453	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	0	-1
454	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	0	-1
455	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	0	-1
456	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	0	-1
457	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	0	-1
458	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	0	-1
459	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	0	-1
460	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	0	-1
461	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	0	-1
462	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	0	-1
463	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	0	-1
464	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	0	-1
465	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	0	-1
466	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	0	-1
467	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	0	-1
468	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	0	-1
